size_group,tRNA_Group,n,q1,median,q3,whisker_low,whisker_high,display_transform
<100 kb,tRNA+,75,0.3010299956639812,0.47712125471966244,0.6505149978319906,0.3010299956639812,1.0413926851582251,log10(1 + Total_ARG_Count)
<100 kb,tRNA-,8294,0.3010299956639812,0.6020599913279624,0.8450980400142568,0.3010299956639812,1.6020599913279623,log10(1 + Total_ARG_Count)
≥100 kb,tRNA+,738,0.47712125471966244,0.6020599913279624,0.7781512503836436,0.3010299956639812,1.2041199826559248,log10(1 + Total_ARG_Count)
≥100 kb,tRNA-,7179,0.6989700043360189,1.0,1.1760912590556813,0.3010299956639812,1.806179973983887,log10(1 + Total_ARG_Count)
