run,seed,model,candidate_id,params,inner_train_n,validation_n,validation_AUPRC,validation_F1_threshold
1,42,RandomForest,18,"{""class_weight"": ""balanced"", ""max_depth"": 80, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 20, ""n_estimators"": 800}",39654,9914,0.8806698757878639,0.5572957733178999
1,42,RandomForest,19,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": 0.01, ""min_samples_leaf"": 10, ""min_samples_split"": 2, ""n_estimators"": 300}",39654,9914,0.8205128599084189,0.19596885674088
1,42,RandomForest,20,"{""class_weight"": null, ""max_depth"": 80, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""min_samples_split"": 2, ""n_estimators"": 500}",39654,9914,0.8348509123769462,0.2296864012638501
1,42,RandomForest,21,"{""class_weight"": ""balanced"", ""max_depth"": 80, ""max_features"": 0.01, ""min_samples_leaf"": 5, ""min_samples_split"": 20, ""n_estimators"": 1200}",39654,9914,0.8681843685020185,0.6087660943595496
1,42,RandomForest,22,"{""class_weight"": null, ""max_depth"": null, ""max_features"": 0.05, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 500}",39654,9914,0.9181451067781284,0.3133400356952989
1,42,RandomForest,23,"{""class_weight"": ""balanced"", ""max_depth"": 40, ""max_features"": 0.03, ""min_samples_leaf"": 10, ""min_samples_split"": 2, ""n_estimators"": 1200}",39654,9914,0.859866186315498,0.6364602520530817
1,42,RandomForest,24,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.01, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 800}",39654,9914,0.7707400609318951,0.5846180903345253
1,42,RandomForest,25,"{""class_weight"": null, ""max_depth"": null, ""max_features"": 0.03, ""min_samples_leaf"": 1, ""min_samples_split"": 20, ""n_estimators"": 300}",39654,9914,0.9137848321254584,0.4315492415071446
1,42,RandomForest,26,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""min_samples_split"": 5, ""n_estimators"": 1200}",39654,9914,0.7394070255737906,0.5808701024008028
1,42,RandomForest,27,"{""class_weight"": null, ""max_depth"": null, ""max_features"": 0.05, ""min_samples_leaf"": 1, ""min_samples_split"": 20, ""n_estimators"": 1200}",39654,9914,0.9149229678315248,0.3694154261779137
1,42,RandomForest,28,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 500}",39654,9914,0.7886373230035297,0.1381002716449772
1,42,RandomForest,29,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": 0.05, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 800}",39654,9914,0.8785546465629358,0.2011991035023773
1,42,RandomForest,30,"{""class_weight"": null, ""max_depth"": 40, ""max_features"": 0.05, ""min_samples_leaf"": 10, ""min_samples_split"": 10, ""n_estimators"": 500}",39654,9914,0.8654087661110229,0.2490489288511953
1,42,RandomForest,31,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""min_samples_split"": 10, ""n_estimators"": 500}",39654,9914,0.819164146187323,0.1980401371932391
1,42,RandomForest,32,"{""class_weight"": ""balanced"", ""max_depth"": 80, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""min_samples_split"": 20, ""n_estimators"": 300}",39654,9914,0.8261208359241399,0.6757697131182396
1,42,RandomForest,33,"{""class_weight"": ""balanced"", ""max_depth"": 40, ""max_features"": 0.05, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""n_estimators"": 300}",39654,9914,0.8831356728103557,0.5120655790593466
1,42,RandomForest,34,"{""class_weight"": null, ""max_depth"": 40, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""min_samples_split"": 2, ""n_estimators"": 500}",39654,9914,0.7131668211756943,0.1745926535977955
1,42,RandomForest,35,"{""class_weight"": ""balanced"", ""max_depth"": 40, ""max_features"": 0.03, ""min_samples_leaf"": 1, ""min_samples_split"": 20, ""n_estimators"": 300}",39654,9914,0.8893085256883428,0.4629117148464792
1,42,RandomForest,36,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": 0.03, ""min_samples_leaf"": 10, ""min_samples_split"": 5, ""n_estimators"": 1200}",39654,9914,0.8457577861008442,0.6146908854912105
1,42,RandomForest,37,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 20, ""n_estimators"": 1200}",39654,9914,0.7473156030633072,0.5891887691811918
1,42,RandomForest,38,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",39654,9914,0.850818341507723,0.1585146172638802
1,42,RandomForest,39,"{""class_weight"": ""balanced"", ""max_depth"": 40, ""max_features"": 0.01, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""n_estimators"": 300}",39654,9914,0.8633542953360331,0.6037778618776588
1,42,RandomForest,40,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": 0.03, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 800}",39654,9914,0.8694383630468002,0.5294458020437736
1,42,RandomForest,41,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 800}",39654,9914,0.9005718709764493,0.4535261946463836
1,42,RandomForest,42,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.01, ""min_samples_leaf"": 10, ""min_samples_split"": 2, ""n_estimators"": 1200}",39654,9914,0.8438613132473527,0.6761659218567948
1,42,RandomForest,43,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.03, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 500}",39654,9914,0.8051914099895096,0.6080871417148983
1,42,RandomForest,44,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""n_estimators"": 300}",39654,9914,0.738138956663229,0.5942782247595948
1,42,RandomForest,45,"{""class_weight"": null, ""max_depth"": null, ""max_features"": 0.01, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 800}",39654,9914,0.9236525390347436,0.2993537608225108
1,42,RandomForest,46,"{""class_weight"": ""balanced"", ""max_depth"": 80, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 800}",39654,9914,0.8894562491125382,0.393852143647744
1,42,RandomForest,47,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""min_samples_split"": 10, ""n_estimators"": 1200}",39654,9914,0.8362933681669853,0.2267759544694272
1,42,RandomForest,48,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.03, ""min_samples_leaf"": 10, ""min_samples_split"": 2, ""n_estimators"": 300}",39654,9914,0.7916276358119378,0.5960753243321467
1,42,RandomForest,49,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 20, ""n_estimators"": 1200}",39654,9914,0.7864921087021041,0.1346983037308791
1,42,RandomForest,50,"{""class_weight"": null, ""max_depth"": 80, ""max_features"": 0.03, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 800}",39654,9914,0.9074999816206164,0.3164975361312979
1,42,SGDClassifier,1,"{""alpha"": 3.87605524059407e-05, ""class_weight"": ""balanced"", ""l1_ratio"": 0.45477377190163454, ""loss"": ""log_loss"", ""penalty"": ""l2""}",39654,9914,0.8698910590860129,0.7720669076129126
1,42,SGDClassifier,2,"{""alpha"": 0.004009290941611974, ""class_weight"": null, ""l1_ratio"": 0.5207878238010974, ""loss"": ""modified_huber"", ""penalty"": ""l1""}",39654,9914,0.5716289480999075,0.2106022917693588
1,42,SGDClassifier,3,"{""alpha"": 6.9351788360648344e-06, ""class_weight"": ""balanced"", ""l1_ratio"": 0.10842203158420768, ""loss"": ""modified_huber"", ""penalty"": ""elasticnet""}",39654,9914,0.6454092653287393,0.9286059781690214
1,42,SGDClassifier,4,"{""alpha"": 0.0071073576292380826, ""class_weight"": null, ""l1_ratio"": 0.23552315318428563, ""loss"": ""log_loss"", ""penalty"": ""l2""}",39654,9914,0.7224191195383878,0.2057362533743847
1,42,SGDClassifier,5,"{""alpha"": 1.6454351524748846e-05, ""class_weight"": null, ""l1_ratio"": 0.1765266101134796, ""loss"": ""log_loss"", ""penalty"": ""elasticnet""}",39654,9914,0.8756232921721382,0.306009723586854
1,42,SGDClassifier,6,"{""alpha"": 0.0026522429878903966, ""class_weight"": null, ""l1_ratio"": 0.6551248455325672, ""loss"": ""modified_huber"", ""penalty"": ""l2""}",39654,9914,0.872783678596419,0.2971513386111091
1,42,SGDClassifier,7,"{""alpha"": 2.0103777578878104e-05, ""class_weight"": null, ""l1_ratio"": 0.9450569069337185, ""loss"": ""log_loss"", ""penalty"": ""elasticnet""}",39654,9914,0.7704598182567468,0.6855353334583713
1,42,SGDClassifier,8,"{""alpha"": 5.272064138499306e-06, ""class_weight"": ""balanced"", ""l1_ratio"": 0.3848894229679232, ""loss"": ""modified_huber"", ""penalty"": ""l2""}",39654,9914,0.6121825552503427,0.9567632303544452
1,42,SGDClassifier,9,"{""alpha"": 1.136444530430585e-06, ""class_weight"": ""balanced"", ""l1_ratio"": 0.7819700614538387, ""loss"": ""log_loss"", ""penalty"": ""elasticnet""}",39654,9914,0.6765821151499348,0.9999999993741782
1,42,SGDClassifier,10,"{""alpha"": 0.0003353663556034516, ""class_weight"": ""balanced"", ""l1_ratio"": 0.8496607924970115, ""loss"": ""log_loss"", ""penalty"": ""elasticnet""}",39654,9914,0.7645506191222604,0.7806475778516923
1,42,SGDClassifier,11,"{""alpha"": 1.9275897427848716e-06, ""class_weight"": ""balanced"", ""l1_ratio"": 0.820730781298474, ""loss"": ""modified_huber"", ""penalty"": ""elasticnet""}",39654,9914,0.5385967167169519,0.7793508801053406
1,42,SGDClassifier,12,"{""alpha"": 0.001063570146453954, ""class_weight"": ""balanced"", ""l1_ratio"": 0.7251855245543248, ""loss"": ""modified_huber"", ""penalty"": ""l1""}",39654,9914,0.3515648170699514,1.0
1,42,SGDClassifier,13,"{""alpha"": 5.95627569550928e-06, ""class_weight"": ""balanced"", ""l1_ratio"": 0.6435446956706498, ""loss"": ""log_loss"", ""penalty"": ""l1""}",39654,9914,0.6294804735894157,0.9999987956958885
1,42,SGDClassifier,14,"{""alpha"": 6.952113461229312e-06, ""class_weight"": ""balanced"", ""l1_ratio"": 0.6843923715512421, ""loss"": ""log_loss"", ""penalty"": ""elasticnet""}",39654,9914,0.7675632938259117,0.8720909303429737
1,42,SGDClassifier,15,"{""alpha"": 0.008655354729885632, ""class_weight"": null, ""l1_ratio"": 0.2861095661077323, ""loss"": ""modified_huber"", ""penalty"": ""l2""}",39654,9914,0.8408946899928915,0.2519597011981047
1,42,SGDClassifier,16,"{""alpha"": 0.001567484906987613, ""class_weight"": null, ""l1_ratio"": 0.8219306126832205, ""loss"": ""modified_huber"", ""penalty"": ""l1""}",39654,9914,0.733958791578216,0.2053271636229628
1,42,SGDClassifier,17,"{""alpha"": 0.001129056878267982, ""class_weight"": ""balanced"", ""l1_ratio"": 0.7551975211592717, ""loss"": ""log_loss"", ""penalty"": ""l1""}",39654,9914,0.5927318933855662,0.6865947137356593
1,42,SGDClassifier,18,"{""alpha"": 0.0007009996981423457, ""class_weight"": ""balanced"", ""l1_ratio"": 0.8483615061052242, ""loss"": ""log_loss"", ""penalty"": ""elasticnet""}",39654,9914,0.7519207258571018,0.6915922552818312
1,42,SGDClassifier,19,"{""alpha"": 4.253988723578756e-05, ""class_weight"": null, ""l1_ratio"": 0.8512143864473665, ""loss"": ""modified_huber"", ""penalty"": ""l2""}",39654,9914,0.8006436341827268,0.5769413867489592
1,42,SGDClassifier,20,"{""alpha"": 4.0862099663511374e-05, ""class_weight"": null, ""l1_ratio"": 0.2764416837278839, ""loss"": ""modified_huber"", ""penalty"": ""elasticnet""}",39654,9914,0.7934270501359227,0.5820392401946166
1,42,SGDClassifier,21,"{""alpha"": 9.714110506526244e-05, ""class_weight"": ""balanced"", ""l1_ratio"": 0.8721108349138649, ""loss"": ""modified_huber"", ""penalty"": ""l2""}",39654,9914,0.7766785299344233,0.7744363928142521
1,42,SGDClassifier,22,"{""alpha"": 7.99983295885745e-06, ""class_weight"": null, ""l1_ratio"": 0.7281526071372885, ""loss"": ""modified_huber"", ""penalty"": ""l2""}",39654,9914,0.746719290146351,0.7124844909348071
1,42,SGDClassifier,23,"{""alpha"": 6.194153751299934e-06, ""class_weight"": null, ""l1_ratio"": 0.8357619149907785, ""loss"": ""log_loss"", ""penalty"": ""elasticnet""}",39654,9914,0.7649885533422445,0.9226270405388624
1,42,SGDClassifier,24,"{""alpha"": 0.007180546602401546, ""class_weight"": ""balanced"", ""l1_ratio"": 0.07380828700118211, ""loss"": ""modified_huber"", ""penalty"": ""elasticnet""}",39654,9914,0.8052630914760661,0.6023739586802721
1,42,SGDClassifier,25,"{""alpha"": 0.0022686091228234285, ""class_weight"": ""balanced"", ""l1_ratio"": 0.4078050722353144, ""loss"": ""log_loss"", ""penalty"": ""l2""}",39654,9914,0.8195604462696265,0.6226127724172731
1,42,SGDClassifier,26,"{""alpha"": 0.0017981707953814512, ""class_weight"": null, ""l1_ratio"": 0.6414959655396666, ""loss"": ""log_loss"", ""penalty"": ""l1""}",39654,9914,0.5249257476927213,0.0814453061022789
1,42,SGDClassifier,27,"{""alpha"": 3.565751752901773e-06, ""class_weight"": null, ""l1_ratio"": 0.05275341448903425, ""loss"": ""modified_huber"", ""penalty"": ""l2""}",39654,9914,0.7103159494048782,0.6962176364310346
1,42,SGDClassifier,28,"{""alpha"": 0.00018663310612713447, ""class_weight"": null, ""l1_ratio"": 0.7966504694070055, ""loss"": ""modified_huber"", ""penalty"": ""elasticnet""}",39654,9914,0.8023069884684848,0.3998786601663135
1,42,SGDClassifier,29,"{""alpha"": 0.0016565856868123068, ""class_weight"": ""balanced"", ""l1_ratio"": 0.6379528498470924, ""loss"": ""log_loss"", ""penalty"": ""l2""}",39654,9914,0.830761034069738,0.6468398854610933
1,42,SGDClassifier,30,"{""alpha"": 0.006485668133098164, ""class_weight"": null, ""l1_ratio"": 0.21106664975560613, ""loss"": ""log_loss"", ""penalty"": ""l1""}",39654,9914,0.0665725237038531,0.1134722329529857
1,42,SGDClassifier,31,"{""alpha"": 0.0024122824481836755, ""class_weight"": null, ""l1_ratio"": 0.1417646399246711, ""loss"": ""log_loss"", ""penalty"": ""l2""}",39654,9914,0.7818155525033724,0.1805620139140976
1,42,SGDClassifier,32,"{""alpha"": 0.008558827347547046, ""class_weight"": ""balanced"", ""l1_ratio"": 0.8562796620040527, ""loss"": ""log_loss"", ""penalty"": ""elasticnet""}",39654,9914,0.5023772182277957,0.4539562525575776
1,42,SGDClassifier,33,"{""alpha"": 1.4039198632520357e-06, ""class_weight"": null, ""l1_ratio"": 0.8353287242805459, ""loss"": ""modified_huber"", ""penalty"": ""l2""}",39654,9914,0.6797210104221217,0.8310156574177638
1,42,SGDClassifier,34,"{""alpha"": 0.00503672858775907, ""class_weight"": ""balanced"", ""l1_ratio"": 0.8201452048622585, ""loss"": ""log_loss"", ""penalty"": ""l2""}",39654,9914,0.7878936601015012,0.6197655186996864
1,42,SGDClassifier,35,"{""alpha"": 1.233679325181822e-05, ""class_weight"": ""balanced"", ""l1_ratio"": 0.6756797426424187, ""loss"": ""modified_huber"", ""penalty"": ""l1""}",39654,9914,0.5041699185659151,0.8925503071215957
1,42,SGDClassifier,36,"{""alpha"": 6.320595903439902e-06, ""class_weight"": ""balanced"", ""l1_ratio"": 0.20989196799501197, ""loss"": ""modified_huber"", ""penalty"": ""l1""}",39654,9914,0.5172006935898046,0.637287694024991
1,42,SGDClassifier,37,"{""alpha"": 4.5972854823948076e-05, ""class_weight"": ""balanced"", ""l1_ratio"": 0.629891319078514, ""loss"": ""log_loss"", ""penalty"": ""elasticnet""}",39654,9914,0.8462415396478983,0.7779852610689265
1,42,SGDClassifier,38,"{""alpha"": 6.155325615596863e-05, ""class_weight"": ""balanced"", ""l1_ratio"": 0.7768062844309951, ""loss"": ""log_loss"", ""penalty"": ""l2""}",39654,9914,0.8810931250925567,0.7419042044311015
1,42,SGDClassifier,39,"{""alpha"": 0.0004418096039682803, ""class_weight"": null, ""l1_ratio"": 0.9210014883303966, ""loss"": ""modified_huber"", ""penalty"": ""elasticnet""}",39654,9914,0.7500843173808355,0.4432840518519089
1,42,SGDClassifier,40,"{""alpha"": 1.964804954095111e-06, ""class_weight"": ""balanced"", ""l1_ratio"": 0.871690282001881, ""loss"": ""log_loss"", ""penalty"": ""elasticnet""}",39654,9914,0.6573477792008364,0.999999999972899
1,42,SGDClassifier,41,"{""alpha"": 0.00027777557598060166, ""class_weight"": ""balanced"", ""l1_ratio"": 0.716388985424668, ""loss"": ""log_loss"", ""penalty"": ""l2""}",39654,9914,0.8742243720337592,0.6982939307480175
1,42,SGDClassifier,42,"{""alpha"": 1.4403944093629126e-05, ""class_weight"": ""balanced"", ""l1_ratio"": 0.6639707174344862, ""loss"": ""log_loss"", ""penalty"": ""l1""}",39654,9914,0.6410878436731616,0.9999999995710868
1,42,SGDClassifier,43,"{""alpha"": 0.00025384260231542437, ""class_weight"": null, ""l1_ratio"": 0.6399998740844323, ""loss"": ""log_loss"", ""penalty"": ""elasticnet""}",39654,9914,0.7939725405530903,0.2120675869172548
1,42,SGDClassifier,44,"{""alpha"": 0.00022849405904511465, ""class_weight"": ""balanced"", ""l1_ratio"": 0.5566586568434589, ""loss"": ""modified_huber"", ""penalty"": ""l1""}",39654,9914,0.407094536755705,0.9005618905355375
1,42,SGDClassifier,45,"{""alpha"": 0.0010923490831927843, ""class_weight"": null, ""l1_ratio"": 0.529204457512877, ""loss"": ""log_loss"", ""penalty"": ""l1""}",39654,9914,0.5979416626105378,0.1384653155170455
1,42,SGDClassifier,46,"{""alpha"": 3.806937919080746e-05, ""class_weight"": null, ""l1_ratio"": 0.22130835733518728, ""loss"": ""log_loss"", ""penalty"": ""l2""}",39654,9914,0.8832227730432214,0.3426548270578342
1,42,SGDClassifier,47,"{""alpha"": 5.170183397111835e-05, ""class_weight"": null, ""l1_ratio"": 0.7381818002109162, ""loss"": ""modified_huber"", ""penalty"": ""elasticnet""}",39654,9914,0.6646014369644238,0.4895851046208772
1,42,SGDClassifier,48,"{""alpha"": 2.3935802237409617e-06, ""class_weight"": ""balanced"", ""l1_ratio"": 0.4897845252982889, ""loss"": ""modified_huber"", ""penalty"": ""elasticnet""}",39654,9914,0.566537128960361,1.0
1,42,SGDClassifier,49,"{""alpha"": 1.1374068348370978e-06, ""class_weight"": ""balanced"", ""l1_ratio"": 0.44733047143060967, ""loss"": ""modified_huber"", ""penalty"": ""l1""}",39654,9914,0.5337648481963219,0.7526501805426165
1,42,SGDClassifier,50,"{""alpha"": 4.202994893906991e-06, ""class_weight"": null, ""l1_ratio"": 0.48751121098501343, ""loss"": ""modified_huber"", ""penalty"": ""l2""}",39654,9914,0.7252124504903965,0.8474126058911557
1,42,ComplementNB,1,"{""alpha"": 0.4218594750626769, ""norm"": true}",39654,9914,0.5330774923593086,0.5000056111549055
1,42,ComplementNB,2,"{""alpha"": 6.955941089494428, ""norm"": true}",39654,9914,0.4396187186581293,0.5000000043026691
1,42,ComplementNB,3,"{""alpha"": 0.0037582784936220815, ""norm"": false}",39654,9914,0.4332735384371519,1.0
1,42,ComplementNB,4,"{""alpha"": 6.169921149124722, ""norm"": false}",39654,9914,0.4092017415149168,0.9999999999728004
1,42,ComplementNB,5,"{""alpha"": 2.6738943986848045, ""norm"": true}",39654,9914,0.5289159571030843,0.5000018609604999
1,42,ComplementNB,6,"{""alpha"": 0.1938724260382218, ""norm"": true}",39654,9914,0.5321209834271677,0.5000070090469277
1,42,ComplementNB,7,"{""alpha"": 3.1922557678667216, ""norm"": false}",39654,9914,0.4132344372923505,0.9999999999999432
1,42,ComplementNB,8,"{""alpha"": 0.6059330053382287, ""norm"": true}",39654,9914,0.5342771598693681,0.5000035837676383
1,42,ComplementNB,9,"{""alpha"": 4.90107532219871, ""norm"": true}",39654,9914,0.4874419133560658,0.5000006961317436
1,42,ComplementNB,10,"{""alpha"": 0.0022721139335907374, ""norm"": true}",39654,9914,0.5312852281938798,0.5000125868832107
1,42,ComplementNB,11,"{""alpha"": 0.7281309840139311, ""norm"": false}",39654,9914,0.4191891709928521,0.9999999999999716
1,42,ComplementNB,12,"{""alpha"": 0.0025307128659407875, ""norm"": false}",39654,9914,0.4334760604279005,1.0
1,42,ComplementNB,13,"{""alpha"": 0.023556669629648083, ""norm"": false}",39654,9914,0.4290773159796149,1.0
1,42,ComplementNB,14,"{""alpha"": 9.602104860714743, ""norm"": true}",39654,9914,0.3757681909556979,0.5000013338463808
1,42,ComplementNB,15,"{""alpha"": 0.003231669827617438, ""norm"": true}",39654,9914,0.5314284932503552,0.5000123367065332
1,42,ComplementNB,16,"{""alpha"": 0.27516358152482523, ""norm"": true}",39654,9914,0.5328018874280923,0.5000050702115982
1,42,ComplementNB,17,"{""alpha"": 0.012367141352822094, ""norm"": true}",39654,9914,0.5291717315972956,0.5000052592156374
1,42,ComplementNB,18,"{""alpha"": 2.447452570514661, ""norm"": true}",39654,9914,0.5328420631590347,0.500000271215098
1,42,ComplementNB,19,"{""alpha"": 0.03316970045754379, ""norm"": false}",39654,9914,0.4276946234304709,1.0
1,42,ComplementNB,20,"{""alpha"": 7.6209561610590955, ""norm"": false}",39654,9914,0.4045587297753472,0.9999998025823712
1,42,ComplementNB,21,"{""alpha"": 4.76864674194309, ""norm"": false}",39654,9914,0.4115362518160518,0.9999999999988064
1,42,ComplementNB,22,"{""alpha"": 0.011031128771876345, ""norm"": true}",39654,9914,0.5292666029746724,0.5000053619213636
1,42,ComplementNB,23,"{""alpha"": 0.2272957195208254, ""norm"": true}",39654,9914,0.5319840327639788,0.5000067715102102
1,42,ComplementNB,24,"{""alpha"": 0.007920654665013316, ""norm"": true}",39654,9914,0.5296414728621242,0.5000111805764742
1,42,ComplementNB,25,"{""alpha"": 0.22796757285955524, ""norm"": false}",39654,9914,0.4232316846093704,0.9999999999986358
1,42,ComplementNB,26,"{""alpha"": 0.759924755137064, ""norm"": false}",39654,9914,0.41862683233025,0.9999999999999716
1,42,ComplementNB,27,"{""alpha"": 0.47497561762774704, ""norm"": false}",39654,9914,0.4204048556606158,1.0
1,42,ComplementNB,28,"{""alpha"": 2.280189026271535, ""norm"": false}",39654,9914,0.4153533659019129,1.0
1,42,ComplementNB,29,"{""alpha"": 0.06728418926492773, ""norm"": false}",39654,9914,0.4277472895590266,1.0
1,42,ComplementNB,30,"{""alpha"": 0.3697295020767811, ""norm"": true}",39654,9914,0.5327261300896458,0.5000047494191212
1,42,ComplementNB,31,"{""alpha"": 4.797497452977668, ""norm"": true}",39654,9914,0.4900963658228516,0.5000009279308426
1,42,ComplementNB,32,"{""alpha"": 0.006047552794089281, ""norm"": false}",39654,9914,0.4329822531773915,1.0
1,42,ComplementNB,33,"{""alpha"": 0.8000889787692318, ""norm"": false}",39654,9914,0.4180176110913866,0.9999999999999716
1,42,ComplementNB,34,"{""alpha"": 3.267959340982819, ""norm"": true}",39654,9914,0.5175816328019042,0.5000012869403249
1,42,ComplementNB,35,"{""alpha"": 4.338466510340634, ""norm"": true}",39654,9914,0.5029052527678466,0.5000000996275848
1,42,ComplementNB,36,"{""alpha"": 0.10938760417666042, ""norm"": false}",39654,9914,0.4255444133434647,1.0
1,42,ComplementNB,37,"{""alpha"": 1.2246667689539117, ""norm"": false}",39654,9914,0.4173725976954282,0.9999999999998864
1,42,ComplementNB,38,"{""alpha"": 0.28311617178575577, ""norm"": false}",39654,9914,0.4221322840022367,1.0
1,42,ComplementNB,39,"{""alpha"": 0.47768026442063694, ""norm"": true}",39654,9914,0.53341406494001,0.5000053268201228
1,42,ComplementNB,40,"{""alpha"": 0.00916290175183743, ""norm"": true}",39654,9914,0.5293620859325838,0.5000111776518301
1,42,ComplementNB,41,"{""alpha"": 0.007885807600708838, ""norm"": false}",39654,9914,0.432428347113358,1.0
1,42,ComplementNB,42,"{""alpha"": 0.0024798509583431696, ""norm"": true}",39654,9914,0.5313533414805736,0.5000123780153966
1,42,ComplementNB,43,"{""alpha"": 0.0011408534207485387, ""norm"": true}",39654,9914,0.5308608968310417,0.5000066995876647
1,42,ComplementNB,44,"{""alpha"": 0.45539490306638336, ""norm"": false}",39654,9914,0.4205050088388599,1.0
1,42,ComplementNB,45,"{""alpha"": 0.005309375006232987, ""norm"": true}",39654,9914,0.530613216549546,0.500011877556793
1,42,ComplementNB,46,"{""alpha"": 0.002360559414428614, ""norm"": true}",39654,9914,0.5312640403893926,0.5000125125258023
1,42,ComplementNB,47,"{""alpha"": 1.0872699276399636, ""norm"": true}",39654,9914,0.5356348122363329,0.5000018903918783
1,42,ComplementNB,48,"{""alpha"": 0.0037003236404938157, ""norm"": true}",39654,9914,0.5313806444567846,0.5000120453378579
1,42,ComplementNB,49,"{""alpha"": 0.09022396452214408, ""norm"": false}",39654,9914,0.4260642556547287,1.0
1,42,ComplementNB,50,"{""alpha"": 0.31355749955546486, ""norm"": false}",39654,9914,0.4208515457784017,0.9999999999982948
2,43,LightGBM,1,"{""colsample_bytree"": 0.7532313079660699, ""learning_rate"": 0.012718700579570866, ""max_depth"": 12, ""min_child_samples"": 10, ""n_estimators"": 300, ""num_leaves"": 63, ""reg_alpha"": 0.2008116161049315, ""reg_lambda"": 9.761125220682667, ""subsample"": 0.9707749332514164, ""subsample_freq"": 1}",39654,9914,0.8059676152664557,0.7503843353732127
2,43,LightGBM,2,"{""colsample_bytree"": 0.6750465967387895, ""learning_rate"": 0.036575225398754393, ""max_depth"": -1, ""min_child_samples"": 10, ""n_estimators"": 600, ""num_leaves"": 127, ""reg_alpha"": 0.007897750060475092, ""reg_lambda"": 0.0033217354983947392, ""subsample"": 0.8912973651692675, ""subsample_freq"": 1}",39654,9914,0.8854505313173971,0.6723215705899475
2,43,LightGBM,3,"{""colsample_bytree"": 0.6269459036615856, ""learning_rate"": 0.014240633550813703, ""max_depth"": 8, ""min_child_samples"": 20, ""n_estimators"": 600, ""num_leaves"": 127, ""reg_alpha"": 0.0003086489782760402, ""reg_lambda"": 0.004214426381337779, ""subsample"": 0.9695018745224973, ""subsample_freq"": 1}",39654,9914,0.833447611296029,0.715806538118981
2,43,LightGBM,4,"{""colsample_bytree"": 0.6359972668610153, ""learning_rate"": 0.06223386262489882, ""max_depth"": 8, ""min_child_samples"": 40, ""n_estimators"": 600, ""num_leaves"": 95, ""reg_alpha"": 0.001001769104928392, ""reg_lambda"": 3.842735705468683, ""subsample"": 0.9096036068285877, ""subsample_freq"": 1}",39654,9914,0.8532651191596656,0.7012012749216958
2,43,LightGBM,5,"{""colsample_bytree"": 0.6096631137510613, ""learning_rate"": 0.028625414233024022, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 900, ""num_leaves"": 95, ""reg_alpha"": 0.21555674496817234, ""reg_lambda"": 0.010593391027491763, ""subsample"": 0.7851352274497504, ""subsample_freq"": 1}",39654,9914,0.8821188841531409,0.5550950551414011
