task,feature_source,run,seed,train_n,test_n,train_assembly_n,test_assembly_n,test_positive_n,test_positive_prevalence,F1_threshold_from_inner_group_validation,AUPRC,AUROC,F1,R2,RMSE,Spearman_rho
classification,host_chromosome,1,42,49621,12328,18596.0,4649.0,797.0,0.0646495781959766,0.6418622570402476,0.3042709821515671,0.7796345066003411,0.335972850678733,,,
regression_tRNA_positive_only,host_chromosome,1,42,3321,797,,,,,,,,,0.3367607436102544,6.2400052390725484,0.5057263260369714
classification,host_chromosome,2,43,49372,12577,18596.0,4649.0,802.0,0.06376719408443986,0.6754918341552325,0.3205466306254674,0.798354855959888,0.3522595596755504,,,
regression_tRNA_positive_only,host_chromosome,2,43,3316,802,,,,,,,,,0.33556897226455196,6.458315688873619,0.49722452379219
classification,host_chromosome,3,44,49450,12499,18596.0,4649.0,851.0,0.06808544683574685,0.6412254514648142,0.3392621441664355,0.8080114014217274,0.36779324055666,,,
regression_tRNA_positive_only,host_chromosome,3,44,3267,851,,,,,,,,,-0.35171977496394913,7.945528497147112,0.5804307492429674
