task,run_n,AUPRC_mean,AUPRC_SD,AUROC_mean,AUROC_SD,F1_mean,F1_SD,R2_mean,R2_SD,RMSE_mean,RMSE_SD,Spearman_rho_mean,Spearman_rho_SD
classification,3,0.3213599189811567,0.017509752518234438,0.7953335879939855,0.01442768467278614,0.3520085503036478,0.01591167990107918,,,,,,
regression_tRNA_positive_only,3,,,,,,,0.10686998030361906,0.39715082501111737,6.88128314169776,0.9281047869555061,0.5277938663573764,0.04578265217618917
