analysis,target,condition,module,subcategory,run_n,AUPRC_n,AUPRC_mean,AUPRC_sd,AUROC_n,AUROC_mean,AUROC_sd,R2_n,R2_mean,R2_sd,RMSE_n,RMSE_mean,RMSE_sd,MAE_n,MAE_mean,MAE_sd,positive_rate_test_n,positive_rate_test_mean,positive_rate_test_sd
cde_module,Replication,all_non_target_features,Replication,,3,3,0.9918386023376785,0.000243430213403073,3,0.9611945104191838,0.0012623002314376755,3,0.9057605168572755,0.005521849428995739,3,0.9667062445815935,0.01705088618004497,3,0.5965827003196998,0.008941230509630003,3,0.8347454208020656,1.3597399555105182e-16
cde_module,Replication,non_cde_background,Replication,,3,3,0.991525297979804,0.00015609082028021016,3,0.9598379428593725,0.000924244761763427,3,0.9065666440991446,0.003945596917382778,3,0.9627884899411875,0.012981853965898996,3,0.5982799227806158,0.008691011388417352,3,0.8347454208020656,1.3597399555105182e-16
cde_module,Replication,other_cde_modules_only,Replication,,3,3,0.9393607572431274,0.0006957915119541498,3,0.7836335157760391,0.0017113558590995137,3,0.6020744016216598,0.005451190570765844,3,1.9876117606578723,0.04140261026483424,3,1.3349110007410179,0.018696555218849897,3,0.8347454208020656,1.3597399555105182e-16
cde_module,Transcription,all_non_target_features,Transcription,,3,3,0.9881166599065258,0.0002719436743972723,3,0.9822205252246272,7.003582054971889e-05,3,0.9761572057159859,0.0030569369188335072,3,1.8525042312495905,0.04639478601449926,3,0.700394335755092,0.009289249009495787,3,0.5842007584926975,0.0
cde_module,Transcription,non_cde_background,Transcription,,3,3,0.9872047488746066,0.00022178235565116774,3,0.98079980050599,0.0003569255411846145,3,0.975816907028729,0.003654004022982812,3,1.8643115076312047,0.06883075021023036,3,0.7057569840284422,0.004295773888062564,3,0.5842007584926975,0.0
cde_module,Transcription,other_cde_modules_only,Transcription,,3,3,0.9377942447910687,0.0024479642142868057,3,0.9131181830462971,0.0033472004963007217,3,0.7943086931660465,0.017687731864774788,3,5.448289142647847,0.09942527311765383,3,2.0513889651749166,0.040349343335729586,3,0.5842007584926975,0.0
cde_module,Translation,all_non_target_features,Translation,,3,3,0.9214317123279542,0.003488092650922932,3,0.9738977892417623,0.002176073720759493,3,0.9339246869140134,0.009040494501352442,3,1.3283752860807363,0.01673014844810742,3,0.2474664154892409,0.01051305497634132,3,0.1359638505608004,0.0
cde_module,Translation,non_cde_background,Translation,,3,3,0.9182189217711804,0.003584855786826808,3,0.9723853543040007,0.0009449224800296385,3,0.9307465734918501,0.013729216669331188,3,1.35571804554131,0.03506108430834481,3,0.25253441628936035,0.013149391916519702,3,0.1359638505608004,0.0
cde_module,Translation,other_cde_modules_only,Translation,,3,3,0.8128619186486392,0.007499055893135157,3,0.9284362302310002,0.002849259942832803,3,0.8855738477687233,0.03268319874173616,3,1.7332053991915561,0.11013760220937413,3,0.36387519404950214,0.017378088740781433,3,0.1359638505608004,0.0
