task,Code,Product,run_n,normalized_gain_mean_pct,normalized_gain_SD_pct
classification,ALBV,serine protease autotransporter EpeA,3,0.0,0.0
classification,ALBW,serine protease autotransporter EspI,3,0.0,0.0
classification,ALBX,serine protease autotransporter EspP,3,0.0,0.0
classification,ALBY,serine protease autotransporter toxin EatA,3,0.0,0.0
classification,ALBZ,serine protease autotransporter toxin Pet,3,0.0,0.0
classification,ALC,ANT(3'')-II family aminoglycoside nucleotidyltransferase AadA27,3,0.0,0.0
classification,ALCA,serine protease autotransporter toxin Pic,3,0.0,0.0
classification,ALCB,serine protease autotransporter toxin SepA,3,0.0,0.0
classification,ALCC,serine protease inhibitor,3,0.0,0.0
classification,ALCD,serine protease inhibitor ecotin,3,0.0,0.0
classification,ALCE,serine protein kinase PrkA,3,0.0,0.0
classification,ALCF,serine protein kinase RIO,3,0.0,0.0
classification,ALCH,serine transporter,3,0.0,0.0
classification,ALCI,serine--glyoxylate aminotransferase,3,0.0,0.0
classification,ALCK,serine-rich aggregation substance UasX,3,0.0,0.0
classification,ALCL,serine-rich protein,3,0.0,0.0
classification,ALCM,serine-rich repeat glycoprotein adhesin SasA,3,0.0,0.0
classification,ALCN,serine-tRNA(Ala) deacylase AlaX,3,0.0,0.0
classification,ALCO,serine-threonine protein kinase,3,0.0,0.0
classification,ALCQ,serine-type D-Ala-D-Ala carboxypeptidase DacD,3,0.0,0.0
classification,ALCR,serine-type D-Ala-D-Ala carboxypeptidase DacF,3,0.0,0.0
classification,ALCS,serine-type DNA invertase Fin,3,0.0,0.0
classification,ALCT,serine-type integrase SprA,3,0.0,0.0
classification,ALCU,serine/arginine repetitive matrix protein 1,3,0.0,0.0
classification,ALCV,serine/arginine repetitive matrix protein 2,3,0.0,0.0
classification,ALCW,serine/threonine acetyltransferase,3,0.0,0.0
classification,ALCX,serine/threonine dehydratase,3,0.0,0.0
classification,ALCY,serine/threonine exchanger,3,0.0,0.0
classification,ALD,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase,3,0.0,0.0
classification,ALDA,serine/threonine protein kinase PrkA,3,0.0,0.0
classification,ALDB,serine/threonine protein kinase PrkC,3,0.0,0.0
classification,ALDC,serine/threonine protein kinase PrkT,3,0.0,0.0
classification,ALDD,serine/threonine protein kinase Stk1,3,0.0,0.0
classification,ALDF,serine/threonine transporter,3,0.0,0.0
classification,ALDG,serine/threonine transporter SstT,3,0.0,0.0
classification,ALDI,serine/threonine-protein kinase 10,3,0.0,0.0
classification,ALDJ,serine/threonine-protein kinase PknD,3,0.0,0.0
classification,ALDK,serine/threonine-protein kinase PknH/PknJ,3,0.0,0.0
classification,ALDL,serine/threonine-protein kinase RIO2,3,0.0,0.0
classification,ALDM,serine/threonine-protein kinase Rio1,3,0.0,0.0
classification,ALDN,serine/threonine-protein kinase RsbT,3,0.0,0.0
classification,ALDO,serine/threonine-protein phosphatase,3,0.0,0.0
classification,ALDP,serine/threonine-protein phosphatase 2,3,0.0,0.0
classification,ALDR,serralysin family metalloprotease,3,0.0,0.0
classification,ALDS,serralysin family metalloprotease AprA,3,0.0,0.0
classification,ALDT,serum resistance lipoprotein Bor,3,0.0,0.0
classification,ALDU,seryl-tRNA synthetase,3,0.0,0.0
classification,ALDV,sex pheromone inhibitor determinant,3,0.0,0.0
classification,ALDW,sex pilus assembly and synthesis protein,3,0.0,0.0
classification,ALDX,shape determination protein YodL,3,0.0,0.0
classification,ALDY,shikimate 5-dehydrogenase,3,0.0,0.0
classification,ALEA,shikimate dehydrogenase family protein,3,0.0,0.0
classification,ALEB,shikimate dehydrogenase substrate-binding domain protein,3,0.0,0.0
classification,ALED,shikimate kinase AroK,3,0.0,0.0
classification,ALEE,shikimate kinase AroL,3,0.0,0.0
classification,ALEF,shikimate transporter,3,0.0,0.0
classification,ALEJ,short-chain dehydrogenase/reductase SDR,3,0.0,0.0
classification,ALEM,short-chain reductase,3,0.0,0.0
classification,ALEN,short-chain-enoyl-CoA hydratase,3,0.0,0.0
classification,ALEO,shufflon protein A,3,0.0,0.0
classification,ALEP,shufflon protein B,3,0.0,0.0
classification,ALEQ,shufflon protein C,3,0.0,0.0
classification,ALER,shufflon protein C',3,0.0,0.0
classification,ALES,shufflon protein D',3,0.0,0.0
classification,ALEU,shufflon-specific DNA recombinase,3,0.0,0.0
classification,ALEW,sialate:H+ symport family MFS transporter,3,0.0,0.0
classification,ALEY,sialic acid transporter NanT,3,0.0,0.0
classification,ALEZ,sialidase,3,0.0,0.0
classification,ALF,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10,3,0.0,0.0
classification,ALFA,sialidase domain-containing protein,3,0.0,0.0
classification,ALFC,siderophore ABC transporter ATP-binding protein,3,0.0,0.0
classification,ALFE,siderophore amonabactin TonB-dependent receptor,3,0.0,0.0
classification,ALFF,siderophore biosynthesis PLP-dependent protein,3,0.0,0.0
classification,ALFG,siderophore biosynthesis protein,3,0.0,0.0
classification,ALFH,siderophore enterobactin receptor FepA,3,0.0,0.0
classification,ALFI,siderophore esterase IroE,3,0.0,0.0
classification,ALFJ,siderophore ferric iron reductase,3,0.0,0.0
classification,ALFK,siderophore salmochelin receptor IroN,3,0.0,0.0
classification,ALFL,siderophore yersiniabactin receptor FyuA,3,0.0,0.0
classification,ALFM,siderophore-binding periplasmic lipoprotein BauB,3,0.0,0.0
classification,ALFP,sigma 54 modulation/S30EA ribosomal C-terminal domain-containing protein,3,0.0,0.0
classification,ALFQ,sigma 54-dependent transcription regulator FisR,3,0.0,0.0
classification,ALFR,sigma 54-dependent transcriptional regulator,3,0.0,0.0
classification,ALFT,sigma D regulator,3,0.0,0.0
classification,ALFU,sigma E protease regulator RseP,3,0.0,0.0
classification,ALFV,sigma W pathway protein YsdB,3,0.0,0.0
classification,ALFW,sigma Y negative regulator YxlD,3,0.0,0.0
classification,ALFX,sigma Y negative regulator YxlE,3,0.0,0.0
classification,ALFZ,sigma factor G inhibitor Gin,3,0.0,0.0
classification,ALG,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11,3,0.0,0.0
classification,ALGA,sigma factor SigB/phosphatase RsbP regulator RsbQ,3,0.0,0.0
classification,ALGB,sigma factor regulator N-terminal domain-containing protein,3,0.0,0.0
classification,ALGC,sigma factor sigX-regulated lipoprotein SrpA,3,0.0,0.0
classification,ALGG,sigma-54 dependent transcriptional regulator PrdR,3,0.0,0.0
classification,ALGH,sigma-54 factor interaction domain-containing protein,3,0.0,0.0
classification,ALGK,sigma-54-dependent phenylalanine hydroxylase transcriptional regulator PhhR,3,0.0,0.0
classification,ALGL,sigma-54-dependent response regulator transcription factor FleR,3,0.0,0.0
classification,ALGM,sigma-54-dependent response regulator transcription factor ZraR,3,0.0,0.0
classification,ALGO,sigma-70 domain-containing protein,3,0.0,0.0
classification,ALGP,sigma-70 factor domain-containing protein,3,0.0,0.0
classification,ALGR,sigma-70 family RNA polymerase sigma factor SigB,3,0.0,0.0
classification,ALGT,sigma-E factor negative regulatory protein,3,0.0,0.0
classification,ALGU,sigma-E factor regulatory protein RseB,3,0.0,0.0
classification,ALGV,sigma-E factor regulatory protein RseB domain-containing protein,3,0.0,0.0
classification,ALGW,sigma-E processing peptidase SpoIIGA,3,0.0,0.0
classification,ALGX,sigma-G-dependent sporulation-specific acid-soluble spore protein CsgA,3,0.0,0.0
classification,ALGY,sigma-K factor-processing regulator BofA,3,0.0,0.0
classification,ALGZ,sigma-O factor regulator RsoA,3,0.0,0.0
classification,ALH,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13,3,0.0,0.0
classification,ALHA,sigma-S stabilization anti-adapter protein IraP,3,0.0,0.0
classification,ALHB,sigma-like protein,3,0.0,0.0
classification,ALHC,signal peptidase,3,0.0,0.0
classification,ALHE,signal peptidase I SipW,3,0.0,0.0
classification,ALHF,signal peptidase I sipS,3,0.0,0.0
classification,ALHG,signal peptidase I sipT,3,0.0,0.0
classification,ALHH,signal peptidase I sipU,3,0.0,0.0
classification,ALHJ,signal peptide peptidase SppA,3,0.0,0.0
classification,ALHK,signal peptide prediction,3,0.0,0.0
classification,ALHL,signal peptide protein,3,0.0,0.0
classification,ALHM,signal perception protein NrsA,3,0.0,0.0
classification,ALHN,signal protein,3,0.0,0.0
classification,ALHO,signal protein PDZ,3,0.0,0.0
classification,ALHP,signal recognition particle,3,0.0,0.0
classification,ALHQ,signal recognition particle protein,3,0.0,0.0
classification,ALHR,signal recognition particle protein Srp19,3,0.0,0.0
classification,ALHS,signal recognition particle protein Srp54,3,0.0,0.0
classification,ALHT,signal recognition particle subunit SRP19,3,0.0,0.0
classification,ALHU,signal recognition particle-docking protein FtsY,3,0.0,0.0
classification,ALHV,signal transduction histidine kinase,3,0.0,0.0
classification,ALHW,signal transduction histidine-protein kinase/phosphatase UhpB,3,0.0,0.0
classification,ALHX,signal transduction protein,3,0.0,0.0
classification,ALHY,signal transduction protein PmrD,3,0.0,0.0
classification,ALHZ,signal transduction protein TRAP,3,0.0,0.0
classification,ALI,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16,3,0.0,0.0
classification,ALIB,simA domain protein,3,0.0,0.0
classification,ALIC,single-domain globin Cgb,3,0.0,0.0
classification,ALID,single-strand binding protein,3,0.0,0.0
classification,ALIE,single-stranded DNA binding protein,3,0.0,0.0
classification,ALIF,single-stranded DNA-binding domain protein,3,0.0,0.0
classification,ALIH,single-stranded DNA-binding protein SSB1,3,0.0,0.0
classification,ALII,single-stranded DNA-binding protein SSB2,3,0.0,0.0
classification,ALIJ,single-stranded DNA-binding protein SsbA,3,0.0,0.0
classification,ALIK,single-stranded DNA-binding protein SsbB,3,0.0,0.0
classification,ALIM,single-stranded-DNA-specific exonuclease RecJ-like protein,3,0.0,0.0
classification,ALIP,siroheme decarboxylase subunit alpha,3,0.0,0.0
classification,ALIQ,siroheme decarboxylase subunit beta,3,0.0,0.0
classification,ALIR,siroheme synthase,3,0.0,0.0
classification,ALIS,siroheme synthase CysG,3,0.0,0.0
classification,ALIU,sirohydrochlorin cobaltochelatase,3,0.0,0.0
classification,ALIV,sirohydrochlorin nickelochelatase,3,0.0,0.0
classification,ALIW,sirtuin NAD-dependent deacetylase,3,0.0,0.0
classification,ALIX,sister chromatid cohesion protein PDS5,3,0.0,0.0
classification,ALIZ,site-specific DNA recombinase,3,0.0,0.0
classification,ALJ,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,3,0.0,0.0
classification,ALJA,site-specific DNA recombinase SpoIVCA,3,0.0,0.0
classification,ALJE,site-specific recombinase XerD,3,0.0,0.0
classification,ALJF,site-specific recombinase-resolvase,3,0.0,0.0
classification,ALJG,site-specific recombinase/resolvase,3,0.0,0.0
classification,ALJH,site-specific resolvase TndX,3,0.0,0.0
classification,ALJI,site-specific tyrosine recombinase XerC,3,0.0,0.0
classification,ALJK,site-specific tyrosine recombinase/integron integrase,3,0.0,0.0
classification,ALJL,six-cysteine ranthipeptide SCIFF,3,0.0,0.0
classification,ALJN,sll0787 family AIR synthase-like protein,3,0.0,0.0
classification,ALJO,slr1658 superfamily regulator,3,0.0,0.0
classification,ALJP,slr1659 superfamily regulator,3,0.0,0.0
classification,ALJQ,small acid-soluble spore protein H,3,0.0,0.0
classification,ALJR,small acid-soluble spore protein O,3,0.0,0.0
classification,ALJS,small acid-soluble spore protein P,3,0.0,0.0
classification,ALJT,small acid-soluble spore protein SspI,3,0.0,0.0
classification,ALJU,small acid-soluble spore protein SspJ,3,0.0,0.0
classification,ALJV,small acid-soluble spore protein Tlp,3,0.0,0.0
classification,ALJW,"small acid-soluble spore protein, SasP family",3,0.0,0.0
classification,ALJX,small basic family protein,3,0.0,0.0
classification,ALJY,small basic protein,3,0.0,0.0
classification,ALJZ,small cysteine-rich outer membrane protein,3,0.0,0.0
classification,ALK,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22,3,0.0,0.0
classification,ALKA,small effector SsaA,3,0.0,0.0
classification,ALKB,small heat shock chaperone IbpA,3,0.0,0.0
classification,ALKC,small heat shock chaperone IbpB,3,0.0,0.0
classification,ALKD,small heat shock protein HspA,3,0.0,0.0
classification,ALKE,small heat shock protein HspB,3,0.0,0.0
classification,ALKF,small heat shock protein HspD,3,0.0,0.0
classification,ALKH,small heat shock protein sHSP20-GI,3,0.0,0.0
classification,ALKI,small membrane hydrophobic protein,3,0.0,0.0
classification,ALKK,small membrane protein YkgR,3,0.0,0.0
classification,ALKL,small membrane protein YldA,3,0.0,0.0
classification,ALKM,small membrane protein YmiC,3,0.0,0.0
classification,ALKN,small membrane protein YniD,3,0.0,0.0
classification,ALKO,small membrane protein YoaI,3,0.0,0.0
classification,ALKP,small membrane protein YohP,3,0.0,0.0
classification,ALKQ,small metal-binding protein SmbP,3,0.0,0.0
classification,ALKR,small multi-drug export protein,3,0.0,0.0
classification,ALKS,small multidrug resistance protein,3,0.0,0.0
classification,ALKT,small protein SR7P,3,0.0,0.0
classification,ALKU,small protein YadW,3,0.0,0.0
classification,ALKV,small protein YnfR,3,0.0,0.0
classification,ALKW,small ribosomal subunit Rsm22 family protein,3,0.0,0.0
classification,ALKY,small ribosomal subunit protein bS21,3,0.0,0.0
classification,ALKZ,small secreted protein,3,0.0,0.0
classification,ALL,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA3,3,0.0,0.0
classification,ALLA,small terminase subunit,3,0.0,0.0
classification,ALLB,small toxic inner membrane protein TimP,3,0.0,0.0
classification,ALLC,small toxic polypeptide,3,0.0,0.0
classification,ALLD,"small, acid-soluble spore protein K",3,0.0,0.0
classification,ALLE,"small, acid-soluble spore protein L",3,0.0,0.0
classification,ALLI,small-conductance mechanosensitive channel protein MscT,3,0.0,0.0
classification,ALLJ,small-conductance mechanosensitive channel protein MscY,3,0.0,0.0
classification,ALLK,smalltalk protein,3,0.0,0.0
classification,ALLL,sn-glycerol 3-phosphate ABC transporter ATP binding protein UgpC,3,0.0,0.0
classification,ALLM,sn-glycerol-1-phosphate dehydrogenase,3,0.0,0.0
classification,ALLO,sn-glycerol-3-phosphate ABC transporter permease UgpA,3,0.0,0.0
classification,ALLQ,sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB,3,0.0,0.0
classification,ALLS,sn-glycerol-3-phosphate transporter,3,0.0,0.0
classification,ALLT,snapalysin,3,0.0,0.0
classification,ALLU,snapalysin family zinc-dependent metalloprotease,3,0.0,0.0
classification,ALLV,sodium ABC transporter ATP-binding protein NatA,3,0.0,0.0
classification,ALLW,sodium ABC transporter permease NatB,3,0.0,0.0
classification,ALLX,sodium ion-translocating decarboxylase subunit beta,3,0.0,0.0
classification,ALLY,sodium transporter,3,0.0,0.0
classification,ALLZ,sodium-coupled multidrug efflux MATE transporter NorM,3,0.0,0.0
classification,ALM,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA4,3,0.0,0.0
classification,ALMC,sodium-extruding oxaloacetate decarboxylase subunit alpha,3,0.0,0.0
classification,ALMD,sodium-independent anion transporter,3,0.0,0.0
classification,ALME,sodium-potassium/proton antiporter ChaA,3,0.0,0.0
classification,ALMF,sodium-translocating pyrophosphatase,3,0.0,0.0
classification,ALMG,sodium/calcium exchanger protein,3,0.0,0.0
classification,ALMI,sodium/hydrogen exchanger,3,0.0,0.0
classification,ALMJ,sodium/malate symporter MaeN,3,0.0,0.0
classification,ALMK,sodium/panthothenate symporter,3,0.0,0.0
classification,ALML,sodium/pantothenate symporter,3,0.0,0.0
classification,ALMM,sodium/phosphate symporter,3,0.0,0.0
classification,ALMN,sodium/proline symporter,3,0.0,0.0
classification,ALMO,sodium/proline symporter PutP,3,0.0,0.0
classification,ALMP,sodium/proton antiporter NhaB,3,0.0,0.0
classification,ALMQ,sodium/proton-translocating pyrophosphatase,3,0.0,0.0
classification,ALMR,sodium/solute symporter,3,0.0,0.0
classification,ALMS,sodium/sugar symporter,3,0.0,0.0
classification,ALMT,sodium:alanine symporter,3,0.0,0.0
classification,ALMU,sodium:alanine symporter family protein,3,0.0,0.0
classification,ALMW,sodium:calcium exchanger,3,0.0,0.0
classification,ALMX,sodium:glutamate symporter,3,0.0,0.0
classification,ALMY,sodium:phosphate symporter,3,0.0,0.0
classification,ALMZ,sodium:proline symporter,3,0.0,0.0
classification,ALNB,sodium:proton antiporter NhaD,3,0.0,0.0
classification,ALNC,sodium:proton exchanger,3,0.0,0.0
classification,ALND,sodium:proton symporter,3,0.0,0.0
classification,ALNJ,solute carrier family 26 protein,3,0.0,0.0
classification,ALNK,solute carrier organic anion transporter,3,0.0,0.0
classification,ALNM,solute:sodium symporter family transporter,3,0.0,0.0
classification,ALNN,solvent efflux RND transporter outer membrane subunit SrpC,3,0.0,0.0
classification,ALNO,solvent efflux RND transporter periplasmic adaptor subunit SrpA,3,0.0,0.0
classification,ALNP,solvent efflux RND transporter permease subunit SrpB,3,0.0,0.0
classification,ALNQ,solvent efflux transporter antirepressor SrpR,3,0.0,0.0
classification,ALNR,solvent efflux transporter transcriptional repressor SrpS,3,0.0,0.0
classification,ALNS,sorbitol dehydrogenase,3,0.0,0.0
classification,ALNT,sorbitol dehydrogenase family protein,3,0.0,0.0
classification,ALNU,sorbitol-6-phosphate dehydrogenase,3,0.0,0.0
classification,ALNV,sorbitol-6-phosphate dehydrogenase subunit,3,0.0,0.0
classification,ALNW,sorbitol/mannitol transport ATP-binding protein,3,0.0,0.0
classification,ALNZ,sortase SrtA,3,0.0,0.0
classification,ALO,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,3,0.0,0.0
classification,ALOA,sortase domain-bontaining protein,3,0.0,0.0
classification,ALOB,sortase domain-containing protein,3,0.0,0.0
classification,ALOC,sortase-associated OmpA-like protein PdsO,3,0.0,0.0
classification,ALOD,sortase-dependent protein,3,0.0,0.0
classification,ALOE,spbB protein,3,0.0,0.0
classification,ALOF,spermidine N1-acetyltransferase,3,0.0,0.0
classification,ALOG,spermidine acetyltransferase,3,0.0,0.0
classification,ALOH,spermidine synthase,3,0.0,0.0
classification,ALOI,spermidine/putrescine ABC transporter ATP-binding protein,3,0.0,0.0
classification,ALOJ,spermidine/putrescine ABC transporter ATP-binding protein PotA,3,0.0,0.0
classification,ALOK,spermidine/putrescine ABC transporter permease,3,0.0,0.0
classification,ALOL,spermidine/putrescine ABC transporter permease PotB,3,0.0,0.0
classification,ALOM,spermidine/putrescine ABC transporter permease PotC,3,0.0,0.0
classification,ALON,spermidine/putrescine ABC transporter permease/substrate-binding protein,3,0.0,0.0
classification,ALOP,spermidine/putrescine ABC transporter substrate-binding protein PotD,3,0.0,0.0
classification,ALOQ,spermidine/putrescine ABC transporter substrate-binding protein PotF,3,0.0,0.0
classification,ALOR,spermidine/putrescine import ATP-binding protein PotA,3,0.0,0.0
classification,ALOS,spermidine/spermine N(1)-acetyltransferase,3,0.0,0.0
classification,ALOT,spermine synthase,3,0.0,0.0
classification,ALOU,spermine/spermidine acetyltransferase,3,0.0,0.0
classification,ALOV,spermine/spermidine synthase,3,0.0,0.0
classification,ALOW,spheroidene monooxygenase,3,0.0,0.0
classification,ALOY,sphingomyelin phosphodiesterase,3,0.0,0.0
classification,ALOZ,sphingomyelinase C,3,0.0,0.0
classification,ALP,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,3,0.0,0.0
classification,ALPA,"spike base protein, RCAP_Rcc01079 family",3,0.0,0.0
classification,ALPB,spindle assembly checkpoint component MAD1,3,0.0,0.0
classification,ALPD,spiralin repeat-containing protein,3,0.0,0.0
classification,ALPE,spirocyclase AveC family protein,3,0.0,0.0
classification,ALPF,spiroplasma phage ORF1-like family protein,3,0.0,0.0
classification,ALPG,splAB operon transcriptional regulator SplA,3,0.0,0.0
classification,ALPI,sporadic carbohydrate cluster 2OG-Fe(II) oxygenase,3,0.0,0.0
classification,ALPJ,spore autolysin SpoIIP,3,0.0,0.0
classification,ALPK,spore coat CotO family protein,3,0.0,0.0
classification,ALPM,spore coat assembly protein SafA,3,0.0,0.0
classification,ALPN,spore coat associated protein CotJA,3,0.0,0.0
classification,ALPO,spore coat associated protein SpaC,3,0.0,0.0
classification,ALPP,spore coat associated protein YheD,3,0.0,0.0
classification,ALPQ,spore coat dTDP-glycosyltransferase SpsA,3,0.0,0.0
classification,ALPR,spore coat kinase CotI,3,0.0,0.0
classification,ALPS,spore coat morphogenetic protein SpoVID,3,0.0,0.0
classification,ALPT,spore coat polysaccharide biosynthesis protein SpsF,3,0.0,0.0
classification,ALPV,spore coat protein B,3,0.0,0.0
classification,ALPW,spore coat protein C,3,0.0,0.0
classification,ALPX,spore coat protein CotB,3,0.0,0.0
classification,ALPY,spore coat protein CotC,3,0.0,0.0
classification,ALPZ,spore coat protein CotD,3,0.0,0.0
classification,ALQ,ANT(4')-I family aminoglycoside nucleotidyltransferase,3,0.0,0.0
classification,ALQA,spore coat protein CotF,3,0.0,0.0
classification,ALQB,spore coat protein CotG,3,0.0,0.0
classification,ALQC,spore coat protein CotH,3,0.0,0.0
classification,ALQD,spore coat protein CotJB,3,0.0,0.0
classification,ALQE,spore coat protein CotJC,3,0.0,0.0
classification,ALQF,spore coat protein CotN,3,0.0,0.0
classification,ALQG,spore coat protein CotO,3,0.0,0.0
classification,ALQH,spore coat protein CotP,3,0.0,0.0
classification,ALQI,spore coat protein CotS,3,0.0,0.0
classification,ALQJ,spore coat protein CotSA,3,0.0,0.0
classification,ALQK,spore coat protein CotT,3,0.0,0.0
classification,ALQL,spore coat protein CotU,3,0.0,0.0
classification,ALQM,spore coat protein CotV,3,0.0,0.0
classification,ALQN,spore coat protein CotW,3,0.0,0.0
classification,ALQO,spore coat protein CotX,3,0.0,0.0
classification,ALQP,spore coat protein CotY,3,0.0,0.0
classification,ALQQ,spore coat protein CotZ,3,0.0,0.0
classification,ALQR,spore coat protein F-like protein YraG,3,0.0,0.0
classification,ALQS,spore coat protein G,3,0.0,0.0
classification,ALQT,spore coat protein GerQ,3,0.0,0.0
classification,ALQV,spore coat protein YeeK,3,0.0,0.0
classification,ALQW,spore coat protein YjzB,3,0.0,0.0
classification,ALQX,spore coat protein YsxE,3,0.0,0.0
classification,ALQY,spore coat putative kinase CotS,3,0.0,0.0
classification,ALQZ,spore coat putative kinase YutH,3,0.0,0.0
classification,ALR,ANT(4')-II family aminoglycoside nucleotidyltransferase,3,0.0,0.0
classification,ALRA,spore coat-associated protein CotJA,3,0.0,0.0
classification,ALRB,spore coat-associated protein CotNH,3,0.0,0.0
classification,ALRC,spore cortex biosynthesis protein YabQ,3,0.0,0.0
classification,ALRD,spore cortex-lytic enzyme,3,0.0,0.0
classification,ALRE,spore crust protein CgeA,3,0.0,0.0
classification,ALRF,spore germination lipase LipC,3,0.0,0.0
classification,ALRG,spore germination lipoprotein GerD,3,0.0,0.0
classification,ALRI,spore germination protein GerBA,3,0.0,0.0
classification,ALRJ,spore germination protein GerBB,3,0.0,0.0
classification,ALRK,spore germination protein GerBC,3,0.0,0.0
classification,ALRL,spore germination protein GerD,3,0.0,0.0
classification,ALRM,spore germination protein GerHC,3,0.0,0.0
classification,ALRN,spore germination protein GerKA,3,0.0,0.0
classification,ALRO,spore germination protein GerKB,3,0.0,0.0
classification,ALRP,spore germination protein GerKC,3,0.0,0.0
classification,ALRQ,spore germination protein GerLA,3,0.0,0.0
classification,ALRR,spore germination protein GerLB,3,0.0,0.0
classification,ALRS,spore germination protein GerLC,3,0.0,0.0
classification,ALRT,spore germination protein GerM,3,0.0,0.0
classification,ALRU,spore germination protein GerPA,3,0.0,0.0
classification,ALRV,spore germination protein GerPB,3,0.0,0.0
classification,ALRW,spore germination protein GerPC,3,0.0,0.0
classification,ALRX,spore germination protein GerPD,3,0.0,0.0
classification,ALRY,spore germination protein GerPE,3,0.0,0.0
classification,ALRZ,spore germination protein GerPF,3,0.0,0.0
classification,ALS,ANT(9) family aminoglycoside nucleotidyltransferase Spd,3,0.0,0.0
classification,ALSA,spore germination protein GerSA,3,0.0,0.0
classification,ALSB,spore germination protein GerSC,3,0.0,0.0
classification,ALSC,spore germination protein GerT,3,0.0,0.0
classification,ALSD,spore germination protein GerW family protein,3,0.0,0.0
classification,ALSE,spore germination protein GerXA,3,0.0,0.0
classification,ALSF,spore germination protein GerXB,3,0.0,0.0
classification,ALSG,spore germination protein GerXC,3,0.0,0.0
classification,ALSH,spore germination protein GerYA,3,0.0,0.0
classification,ALSI,spore germination protein GerYC,3,0.0,0.0
classification,ALSJ,spore germination protein SgpA,3,0.0,0.0
classification,ALSK,spore germination protein SpoVAF,3,0.0,0.0
classification,ALSL,spore germination receptor protein GerAA,3,0.0,0.0
classification,ALSM,spore germination receptor protein GerAB,3,0.0,0.0
classification,ALSN,spore germination receptor protein GerAC,3,0.0,0.0
classification,ALSO,spore germination transcription factor GerE,3,0.0,0.0
classification,ALSP,spore gernimation protein,3,0.0,0.0
classification,ALSQ,spore gernimation protein GerC,3,0.0,0.0
classification,ALSR,spore gernimation protein GerLB,3,0.0,0.0
classification,ALSS,spore gernimation protein GerQ,3,0.0,0.0
classification,ALST,spore maturation N-acetyltransferase CgeE,3,0.0,0.0
classification,ALSU,spore maturation glycosyltransferase CgeD,3,0.0,0.0
classification,ALSV,spore maturation protein,3,0.0,0.0
classification,ALSW,spore maturation protein A,3,0.0,0.0
classification,ALSX,spore maturation protein CgeB,3,0.0,0.0
classification,ALSY,spore maturation protein CgeC,3,0.0,0.0
classification,ALSZ,spore maturation protein SpmA,3,0.0,0.0
classification,ALT,ANT(9) family aminoglycoside nucleotidyltransferase Spw,3,0.0,0.0
classification,ALTA,spore maturation protein SpmB,3,0.0,0.0
classification,ALTB,spore morphogenesis/germination protein YwcE,3,0.0,0.0
classification,ALTC,spore photoproduct lyase,3,0.0,0.0
classification,ALTD,spore photoproduct lyase family protein,3,0.0,0.0
classification,ALTF,spore protein Cse15,3,0.0,0.0
classification,ALTG,spore protein H,3,0.0,0.0
classification,ALTH,spore protein YkvP,3,0.0,0.0
classification,ALTI,spore-associated protein,3,0.0,0.0
classification,ALTJ,spore-associated protein A,3,0.0,0.0
classification,ALTK,sporulation YhaL family protein,3,0.0,0.0
classification,ALTL,sporulation cell-cell signaling protein BofC,3,0.0,0.0
classification,ALTM,sporulation control protein,3,0.0,0.0
classification,ALTN,sporulation control protein Spo0M,3,0.0,0.0
classification,ALTO,sporulation delaying protein SdpC,3,0.0,0.0
classification,ALTP,sporulation delaying protein family toxin,3,0.0,0.0
classification,ALTQ,sporulation delaying system autorepressor SdpR,3,0.0,0.0
classification,ALTR,sporulation histidine kinase KinA,3,0.0,0.0
classification,ALTS,sporulation histidine kinase inhibitor Sda,3,0.0,0.0
classification,ALTT,sporulation hydrolase CotR,3,0.0,0.0
classification,ALTU,sporulation inhibitor of replication protein SirA,3,0.0,0.0
classification,ALTV,sporulation initiation factor Spo0A C-terminal domain-containing protein,3,0.0,0.0
classification,ALTW,sporulation initiation inhibitor protein Soj,3,0.0,0.0
classification,ALTX,sporulation initiation phosphotransferase B,3,0.0,0.0
classification,ALTY,sporulation initiation phosphotransferase Sop0B,3,0.0,0.0
classification,ALTZ,sporulation initiation phosphotransferase Spo0F,3,0.0,0.0
classification,ALUA,sporulation integral membrane protein YlbJ,3,0.0,0.0
classification,ALUB,sporulation integral membrane protein YtvI,3,0.0,0.0
classification,ALUC,sporulation killing factor,3,0.0,0.0
classification,ALUD,sporulation killing factor ABC transporter ATP-binding protein SkfE,3,0.0,0.0
classification,ALUE,sporulation killing factor biosynthesis protein SkfC,3,0.0,0.0
classification,ALUF,sporulation killing factor biosynthesis/export protein SkfG,3,0.0,0.0
classification,ALUG,sporulation killing factor biosynthesis/export protein SkfH,3,0.0,0.0
classification,ALUH,sporulation killing factor system integral membrane protein,3,0.0,0.0
