task,Code,Product,run_n,normalized_gain_mean_pct,normalized_gain_SD_pct
regression,ADSF,isochorismate synthase EntC,3,0.0,0.0
regression,ADSG,isochorismate synthase MenF,3,0.0,0.0
regression,ADSH,isocitrate dehydrogenase,3,0.0,0.0
regression,ADSI,isocitrate dehydrogenase (NADP(+)),3,0.0,0.0
regression,ADSK,isocitrate lyase/PEP mutase family protein,3,0.0,0.0
regression,ADSL,isocitrate lyase/phosphoenolpyruvate mutase family protein,3,0.0,0.0
regression,ADSO,isocyanide synthase family protein,3,0.0,0.0
regression,ADSQ,isopenicillin N synthase family dioxygenase,3,0.0,0.0
regression,ADSR,isopenicillin N synthase family oxygenase,3,0.0,0.0
regression,ADSS,isopentenyl phosphate kinase,3,0.0,0.0
regression,ADST,isopentenyl transferase family protein,3,0.0,0.0
regression,ADSU,isopentenyl-diphosphate Delta-isomerase,3,0.0,0.0
regression,ADSV,isopentenyl-diphosphate delta-isomerase,3,0.0,0.0
regression,ADSW,isopeptide-forming domain-containing fimbrial protein,3,0.0,0.0
regression,ADSX,isoprene monooxygenase oxygenase subunit alpha,3,0.0,0.0
regression,ADSY,isoprenoid biosynthesis glyoxalase ElbB,3,0.0,0.0
regression,ADT,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofG",3,0.0,0.0
regression,ADTA,isoprenylcysteine carboxyl methyltransferase family protein,3,0.0,0.0
regression,ADTC,isopropylmalate isomerase,3,0.0,0.0
regression,ADTD,isopropylmalate synthase,3,0.0,0.0
regression,ADTE,isopropylmalate/homocitrate/citramalate synthase,3,0.0,0.0
regression,ADTG,itaconate CoA-transferase RipA/Ict,3,0.0,0.0
regression,ADTH,itaconate degradation C-C-lyase RipC,3,0.0,0.0
regression,ADTI,itaconate degradation transcriptional regulator RipR,3,0.0,0.0
regression,ADTJ,jacalin-like lectin,3,0.0,0.0
regression,ADTK,jhp0828 family protein,3,0.0,0.0
regression,ADTL,kanamycin nucleotidyltransferase C-terminal domain-containing protein,3,0.0,0.0
regression,ADTM,kanosamine-6-phosphate phosphatase,3,0.0,0.0
regression,ADTN,kdo(2)-lipid A phosphoethanolamine 7''-transferase,3,0.0,0.0
regression,ADTO,kdo(2)-lipid IV(A) lauroyltransferase,3,0.0,0.0
regression,ADTP,kdo(2)-lipid IV(A) palmitoleoyltransferase,3,0.0,0.0
regression,ADTQ,kelch motif-containing protein,3,0.0,0.0
regression,ADTR,kelch repeat protein,3,0.0,0.0
regression,ADTS,kelch repeat-containing protein,3,0.0,0.0
regression,ADTT,keto-deoxy-phosphogluconate aldolase,3,0.0,0.0
regression,ADTU,ketoacid CoA transferase,3,0.0,0.0
regression,ADTW,ketoacyl-ACP synthase III family protein,3,0.0,0.0
regression,ADTX,ketoacyl-synthetase C-terminal extension domain-containing protein,3,0.0,0.0
regression,ADTY,ketohydroxyglutarate aldolase,3,0.0,0.0
regression,ADU,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH",3,0.0,0.0
regression,ADUA,ketopantoate reductase C-terminal domain-containing protein,3,0.0,0.0
regression,ADUC,ketopantoate/pantoate/pantothenate transporter PanS,3,0.0,0.0
regression,ADUD,ketoreductase domain-containing protein,3,0.0,0.0
regression,ADUE,"ketose 1,6-bisphosphate aldolase",3,0.0,0.0
regression,ADUF,ketose-bisphosphate aldolase,3,0.0,0.0
regression,ADUG,ketosteroid isomerase,3,0.0,0.0
regression,ADUH,ketosteroid isomerase family protein,3,0.0,0.0
regression,ADUI,ketosteroid isomerase-related protein,3,0.0,0.0
regression,ADUJ,ketosynthase,3,0.0,0.0
regression,ADUK,ketosynthase chain-length factor,3,0.0,0.0
regression,ADUL,keywimysin-related RiPP,3,0.0,0.0
regression,ADUM,kfra protein,3,0.0,0.0
regression,ADUN,kikA from plasmid origin,3,0.0,0.0
regression,ADUO,killer protein,3,0.0,0.0
regression,ADUP,killing protein KilR,3,0.0,0.0
regression,ADUQ,kinase,3,0.0,0.0
regression,ADUR,kinase inhibitor,3,0.0,0.0
regression,ADUS,kinase to dihydroxyacetone kinase,3,0.0,0.0
regression,ADUT,kinase-associated lipoprotein B,3,0.0,0.0
regression,ADUU,kinase-associated lipoprotein KapB,3,0.0,0.0
regression,ADUV,kinase-like protein,3,0.0,0.0
regression,ADUW,kinesin,3,0.0,0.0
regression,ADUX,klaC,3,0.0,0.0
regression,ADUY,klcB,3,0.0,0.0
regression,ADUZ,klebicin B,3,0.0,0.0
regression,ADV,7-alpha-hydroxysteroid dehydrogenase,3,0.0,0.0
regression,ADVA,klebicin B-related nuclease bacteriocin,3,0.0,0.0
regression,ADVB,knotted carbamoyltransferase YgeW,3,0.0,0.0
regression,ADVC,kojibiose phosphorylase,3,0.0,0.0
regression,ADVD,korC,3,0.0,0.0
regression,ADVE,kynureninase,3,0.0,0.0
regression,ADVF,lF-82,3,0.0,0.0
regression,ADVG,"labda-7,13(16),14-triene synthase",3,0.0,0.0
regression,ADVH,"labda-7,13-dienyl diphosphate synthase",3,0.0,0.0
regression,ADVI,laccase domain-containing protein,3,0.0,0.0
regression,ADVJ,laccase-like oxidase CopA,3,0.0,0.0
regression,ADVK,lachnocin family radical SAM-modified peptide,3,0.0,0.0
regression,ADVL,lachnocin radical SAM maturase,3,0.0,0.0
regression,ADVM,lactaldehyde reductase,3,0.0,0.0
regression,ADVN,lactate 2-monooxygenase,3,0.0,0.0
regression,ADVO,lactate dehydrogenase,3,0.0,0.0
regression,ADVP,lactate oxidase,3,0.0,0.0
regression,ADVQ,lactate permease LctP family transporter,3,0.0,0.0
regression,ADVR,lactate racemase domain-containing protein,3,0.0,0.0
regression,ADVS,lactate utilisation protein LutB domain-containing protein,3,0.0,0.0
regression,ADVT,lactate utilization iron-sulfur protein LutA,3,0.0,0.0
regression,ADVU,lactate utilization iron-sulfur protein LutB,3,0.0,0.0
regression,ADVV,lactate utilization protein,3,0.0,0.0
regression,ADVW,lactate utilization protein B,3,0.0,0.0
regression,ADVX,lactate utilization protein C,3,0.0,0.0
regression,ADVY,lactate utilization protein LutC,3,0.0,0.0
regression,ADVZ,lactate/malate family dehydrogenase,3,0.0,0.0
regression,ADW,7-carboxy-7-deazaguanine synthase,3,0.0,0.0
regression,ADWA,lacticin 481 family lantibiotic,3,0.0,0.0
regression,ADWB,lactocin-S,3,0.0,0.0
regression,ADWC,lactococcin,3,0.0,0.0
regression,ADWE,lactococcin G-beta family bacteriocin,3,0.0,0.0
regression,ADWF,lactococcin G-beta/enterocin 1071B family bacteriocin,3,0.0,0.0
regression,ADWG,lactococcin biosynthesis protein LcnDR2,3,0.0,0.0
regression,ADWH,lactococcin family bacteriocin,3,0.0,0.0
regression,ADWI,lactococcin immunity protein,3,0.0,0.0
regression,ADWJ,lactococcin-B immunity protein,3,0.0,0.0
regression,ADWK,lactoferrin/transferrin-binding protein LbpA,3,0.0,0.0
regression,ADWM,lactose permease,3,0.0,0.0
regression,ADWN,lactose-specific PTS transporter subunit EIIC,3,0.0,0.0
regression,ADWO,lactose/cellobiose PTS transporter subunit IIB,3,0.0,0.0
regression,ADWS,lambda phage CII family protein,3,0.0,0.0
regression,ADWT,lambda-exonuclease family protein,3,0.0,0.0
regression,ADWV,laminin B domain-containing protein,3,0.0,0.0
regression,ADWW,laminin-binding protein ErpX,3,0.0,0.0
regression,ADWX,lanthanide-dependent methanol dehydrogenase XoxF5,3,0.0,0.0
regression,ADWY,lanthionine synthetase C family protein,3,0.0,0.0
regression,ADXA,lanthipeptide cytolysin subunit CylL-L,3,0.0,0.0
regression,ADXB,lanthipeptide cytolysin subunit CylL-S,3,0.0,0.0
regression,ADXC,lantibiotic ABC transporter ATP-binding protein PsdA,3,0.0,0.0
regression,ADXD,lantibiotic ABC transporter permease,3,0.0,0.0
regression,ADXE,lantibiotic ABC transporter permease PsdB,3,0.0,0.0
regression,ADXF,lantibiotic dehydratase,3,0.0,0.0
regression,ADXG,lantibiotic dehydratase C-terminal domain-containing protein,3,0.0,0.0
regression,ADXH,lantibiotic dehydratase family protein,3,0.0,0.0
regression,ADXI,lantibiotic immunity ABC transporter MutE/EpiE family permease subunit,3,0.0,0.0
regression,ADXJ,lantibiotic immunity ABC transporter MutG family permease subunit,3,0.0,0.0
regression,ADXK,lantibiotic protection ABC transporter ATP-binding protein,3,0.0,0.0
regression,ADXL,lantibiotic protection ABC transporter ATP-binding protein PcfF,3,0.0,0.0
regression,ADXM,lantibiotic protection ABC transporter ATP-binding subunit,3,0.0,0.0
regression,ADXN,lantibiotic protection ABC transporter permease PcfE,3,0.0,0.0
regression,ADXO,large ATP-binding protein,3,0.0,0.0
regression,ADXP,large alanine-rich protein,3,0.0,0.0
regression,ADXR,large terminase,3,0.0,0.0
regression,ADXS,large-conductance mechanosensitive channel protein MscL,3,0.0,0.0
regression,ADXT,lariatin family lasso peptide,3,0.0,0.0
regression,ADXU,lasso RiPP family leader peptide-containing protein,3,0.0,0.0
regression,ADXV,lasso peptide biosynthesis B2 protein,3,0.0,0.0
regression,ADXW,lasso peptide biosynthesis PqqD family chaperone,3,0.0,0.0
regression,ADXX,lasso peptide biosynthesis protein,3,0.0,0.0
regression,ADXY,lasso peptide isopeptide bond-forming cyclase,3,0.0,0.0
regression,ADXZ,lasso peptide klebsidin,3,0.0,0.0
regression,ADY,7-cyano-7-deazaguanine reductase,3,0.0,0.0
regression,ADYA,lasso peptide microcin J25,3,0.0,0.0
regression,ADYB,late competence development ComFB family protein,3,0.0,0.0
regression,ADYC,late competence protein ComER,3,0.0,0.0
regression,ADYD,late competence protein ComFB,3,0.0,0.0
regression,ADYE,late control D family protein,3,0.0,0.0
regression,ADYF,late control protein,3,0.0,0.0
regression,ADYG,late control protein D,3,0.0,0.0
regression,ADYK,late transcription unit protein LtuA,3,0.0,0.0
regression,ADYL,late transcription unit protein LtuB,3,0.0,0.0
regression,ADYM,lateral flagellin LafA,3,0.0,0.0
regression,ADYN,laterosporulin family class IId bacteriocin,3,0.0,0.0
regression,ADYO,lauroyl acyltransferase,3,0.0,0.0
regression,ADYQ,leader peptide RepL,3,0.0,0.0
regression,ADYR,leader peptide SpeFL,3,0.0,0.0
regression,ADYS,lecithin retinol acyltransferase family protein,3,0.0,0.0
regression,ADYT,lectin,3,0.0,0.0
regression,ADYU,lectin like domain-containing protein,3,0.0,0.0
regression,ADYV,lectin-like domain-containing protein,3,0.0,0.0
regression,ADYW,lectin-like protein,3,0.0,0.0
regression,ADYX,leishmanolysin-related zinc metalloendopeptidase,3,0.0,0.0
regression,ADYY,leu operon leader peptide,3,0.0,0.0
regression,ADYZ,leucine dehydrogenase,3,0.0,0.0
regression,ADZD,leucine-responsive transcriptional regulator Lrp,3,0.0,0.0
regression,ADZF,leucine-rich repeat protein,3,0.0,0.0
regression,ADZG,leucine-rich repeat-containing protein kinase family protein,3,0.0,0.0
regression,ADZH,leucine-rich-repeat type III effector protein (GALA2),3,0.0,0.0
regression,ADZI,leucocin A/sakacin P family class II bacteriocin,3,0.0,0.0
regression,ADZK,leucyl aminopeptidase (aminopeptidase T),3,0.0,0.0
regression,ADZL,leucyl aminopeptidase family protein,3,0.0,0.0
regression,ADZM,leucyl/phenylalanyl-tRNA--protein transferase,3,0.0,0.0
regression,ADZN,leukocidin family pore-forming toxin,3,0.0,0.0
regression,ADZO,leukocidin/hemolysin toxin family protein,3,0.0,0.0
regression,ADZP,leukotoxin LktA family filamentous adhesin,3,0.0,0.0
regression,ADZQ,leukotoxin LktA like protein,3,0.0,0.0
regression,ADZR,levanase,3,0.0,0.0
regression,ADZS,levansucrase,3,0.0,0.0
regression,ADZT,lexapeptide family class V lantibiotic,3,0.0,0.0
regression,ADZU,lichenicidin A2 family type 2 lantibiotic,3,0.0,0.0
regression,ADZV,lichenicidin alpha family lanthipeptide,3,0.0,0.0
regression,ADZW,ligand-binding protein SH3,3,0.0,0.0
regression,ADZX,ligand-binding sensor domain-containing diguanylate cyclase,3,0.0,0.0
regression,ADZY,ligand-binding sensor domain-containing protein,3,0.0,0.0
regression,ADZZ,ligand-gated channel,3,0.0,0.0
regression,AE,(S)-acetoin forming diacetyl reductase,3,0.0,0.0
regression,AEAA,ligand-gated channel protein,3,0.0,0.0
regression,AEAB,ligase,3,0.0,0.0
regression,AEAC,ligase-associated DNA damage response DEXH box helicase,3,0.0,0.0
regression,AEAD,ligase-associated DNA damage response endonuclease PdeM,3,0.0,0.0
regression,AEAE,ligase-associated DNA damage response exonuclease,3,0.0,0.0
regression,AEAF,"light-harvesting antenna LH1, alpha subunit",3,0.0,0.0
regression,AEAG,"light-harvesting antenna LH1, beta subunit",3,0.0,0.0
regression,AEAH,light-harvesting protein,3,0.0,0.0
regression,AEAI,limonene cyclase,3,0.0,0.0
regression,AEAJ,"limonene-1,2-epoxide hydrolase",3,0.0,0.0
regression,AEAK,"limonene-1,2-epoxide hydrolase family protein",3,0.0,0.0
regression,AEAL,linaridin-like RiPP,3,0.0,0.0
regression,AEAM,lincomycin efflux MFS transporter Lmr(B),3,0.0,0.0
regression,AEAN,lincosamide nucleotidyltransferase Lnu(A),3,0.0,0.0
regression,AEAO,lincosamide nucleotidyltransferase Lnu(A)',3,0.0,0.0
regression,AEAP,lincosamide nucleotidyltransferase Lnu(B),3,0.0,0.0
regression,AEAQ,lincosamide nucleotidyltransferase Lnu(C),3,0.0,0.0
regression,AEAR,lincosamide nucleotidyltransferase Lnu(F),3,0.0,0.0
regression,AEAS,lincosamide nucleotidyltransferase Lnu(G),3,0.0,0.0
regression,AEAT,lincosamide nucleotidyltransferase Lnu(H),3,0.0,0.0
regression,AEAU,lincosamide nucleotidyltransferase Lnu(I),3,0.0,0.0
regression,AEAV,lincosamide nucleotidyltransferase Lnu(P),3,0.0,0.0
regression,AEAW,linear amide C-N hydrolase,3,0.0,0.0
regression,AEAX,linearmycin resistance ATP-binding protein LnrL,3,0.0,0.0
regression,AEAY,linearmycin resistance permease LnrM,3,0.0,0.0
regression,AEAZ,linearmycin resistance permease LnrN,3,0.0,0.0
regression,AEB,7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter,3,0.0,0.0
regression,AEBA,linolenate 9R-lipoxygenase,3,0.0,0.0
regression,AEBB,lipase,3,0.0,0.0
regression,AEBC,lipase LipA,3,0.0,0.0
regression,AEBD,lipase chaperone,3,0.0,0.0
regression,AEBE,lipase family alpha/beta hydrolase,3,0.0,0.0
regression,AEBG,lipase maturation factor family protein,3,0.0,0.0
regression,AEBH,lipase secretion chaperone,3,0.0,0.0
regression,AEBI,lipase superfamily protein,3,0.0,0.0
regression,AEBJ,lipase/acyltransferase domain-containing protein,3,0.0,0.0
regression,AEBK,lipid A 3-O-deacylase PagL,3,0.0,0.0
regression,AEBL,lipid A ABC transporter ATP-binding protein/permease MsbA,3,0.0,0.0
regression,AEBM,lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase,3,0.0,0.0
regression,AEBN,lipid A biosynthesis acyltransferase,3,0.0,0.0
regression,AEBO,lipid A biosynthesis lauroyl acyltransferase,3,0.0,0.0
regression,AEBP,lipid A biosynthesis palmitoleoyl acyltransferase,3,0.0,0.0
regression,AEBQ,lipid A deacylase LpxR family protein,3,0.0,0.0
regression,AEBR,lipid A export permease/ATP-binding protein MsbA,3,0.0,0.0
regression,AEBS,lipid A hydroxylase LpxO,3,0.0,0.0
regression,AEBT,lipid A hydroxylase LpxO2,3,0.0,0.0
regression,AEBU,lipid A-modifier LpxR family protein,3,0.0,0.0
regression,AEBV,lipid II flippase Amj,3,0.0,0.0
regression,AEBW,lipid II flippase Amj family protein,3,0.0,0.0
regression,AEBX,lipid II flippase MurJ,3,0.0,0.0
regression,AEBY,lipid II flippase family protein,3,0.0,0.0
regression,AEBZ,lipid II isoglutaminyl synthase subunit MurT,3,0.0,0.0
regression,AEC,7-epi-alpha-eudesmol synthase,3,0.0,0.0
regression,AECA,lipid II-degrading bacteriocin,3,0.0,0.0
regression,AECB,lipid II-degrading bacteriocin PaeM,3,0.0,0.0
regression,AECC,lipid II-degrading bacteriocin colicin M,3,0.0,0.0
regression,AECD,lipid II:glycine glycyltransferase,3,0.0,0.0
regression,AECE,lipid II:glycine glycyltransferase FemX,3,0.0,0.0
regression,AECF,lipid III flippase WzxE,3,0.0,0.0
regression,AECH,lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase,3,0.0,0.0
regression,AECI,lipid IV(A) palmitoyltransferase PagP,3,0.0,0.0
regression,AECJ,lipid asymmetry maintenance ABC transporter permease subunit MlaE,3,0.0,0.0
regression,AECK,lipid asymmetry maintenance protein MlaB,3,0.0,0.0
regression,AECL,lipid droplet-associated protein,3,0.0,0.0
regression,AECM,lipid hydroperoxide peroxidase,3,0.0,0.0
regression,AECN,lipid kinase,3,0.0,0.0
regression,AECO,lipid kinase YegS,3,0.0,0.0
regression,AECP,lipid-A-disaccharide synthase,3,0.0,0.0
regression,AECQ,lipid-A-disaccharide synthase N-terminal domain-containing protein,3,0.0,0.0
regression,AECR,lipid-binding SYLF domain-containing protein,3,0.0,0.0
regression,AECS,lipid-binding membrane homeostasis protein YebT,3,0.0,0.0
regression,AECU,lipo-like protein,3,0.0,0.0
regression,AECW,lipoate--protein ligase A,3,0.0,0.0
regression,AECX,lipoate--protein ligase LplA,3,0.0,0.0
regression,AECY,lipoate--protein ligase LplJ,3,0.0,0.0
regression,AED,7-methyl-GTP pyrophosphatase,3,0.0,0.0
regression,AEDA,lipocalin,3,0.0,0.0
regression,AEDB,lipocalin Blc,3,0.0,0.0
regression,AEDC,lipocalin family protein,3,0.0,0.0
regression,AEDE,lipocalin/fatty-acid binding family protein,3,0.0,0.0
regression,AEDF,lipooligosaccharide outer core biosynthesis glycosyltransferase GtrOC6,3,0.0,0.0
regression,AEDG,lipooligosaccharide phosphoethanolamine transferase,3,0.0,0.0
regression,AEDH,"lipopolysaccharide 1,2-glucosyltransferase RfaJ",3,0.0,0.0
regression,AEDI,"lipopolysaccharide 1,6-galactosyltransferase",3,0.0,0.0
regression,AEDJ,lipopolysaccharide 3-alpha-galactosyltransferase,3,0.0,0.0
regression,AEDK,lipopolysaccharide ABC transporter substrate-binding protein LptA,3,0.0,0.0
regression,AEDL,lipopolysaccharide N-acetylglucosaminyl transferase,3,0.0,0.0
regression,AEDM,lipopolysaccharide N-acetylglucosaminyltransferase,3,0.0,0.0
regression,AEDN,lipopolysaccharide N-acetylmannosaminouronosyltransferase,3,0.0,0.0
regression,AEDO,lipopolysaccharide assembly LapA domain-containing protein,3,0.0,0.0
regression,AEDP,lipopolysaccharide assembly protein LapA,3,0.0,0.0
regression,AEDQ,lipopolysaccharide assembly protein LapA domain-containing protein,3,0.0,0.0
regression,AEDS,lipopolysaccharide biosynthesis,3,0.0,0.0
regression,AEDU,lipopolysaccharide biosynthesis protein BplA,3,0.0,0.0
regression,AEDV,lipopolysaccharide biosynthesis protein RfbH,3,0.0,0.0
regression,AEDW,lipopolysaccharide core heptose(I) kinase RfaP,3,0.0,0.0
regression,AEDX,lipopolysaccharide core heptose(II) kinase RfaY,3,0.0,0.0
regression,AEDY,lipopolysaccharide core heptose(II)-phosphate phosphatase,3,0.0,0.0
regression,AEDZ,lipopolysaccharide core heptose(II)-phosphate phosphatase Ais,3,0.0,0.0
regression,AEE,7TM diverse intracellular signaling domain-containing protein,3,0.0,0.0
regression,AEEA,lipopolysaccharide core heptose(II)-phosphate phosphatase PmrG,3,0.0,0.0
regression,AEEB,lipopolysaccharide core heptosyltransferase RfaQ,3,0.0,0.0
regression,AEEC,lipopolysaccharide glucosyltransferase I,3,0.0,0.0
regression,AEED,lipopolysaccharide heptosyltransferase I,3,0.0,0.0
regression,AEEE,lipopolysaccharide heptosyltransferase II,3,0.0,0.0
regression,AEEF,lipopolysaccharide heptosyltransferase RfaC,3,0.0,0.0
regression,AEEG,lipopolysaccharide heptosyltransferase family protein,3,0.0,0.0
regression,AEEH,lipopolysaccharide kinase,3,0.0,0.0
regression,AEEI,lipopolysaccharide kinase InaA,3,0.0,0.0
regression,AEEJ,lipopolysaccharide kinase InaA family protein,3,0.0,0.0
regression,AEEL,lipopolysaccharide-processing protein,3,0.0,0.0
regression,AEEN,lipoprotein 17-related variable surface protein,3,0.0,0.0
regression,AEEO,lipoprotein BA_5634 family protein,3,0.0,0.0
regression,AEEP,lipoprotein EnvF,3,0.0,0.0
regression,AEEQ,lipoprotein GfcB,3,0.0,0.0
regression,AEER,lipoprotein LipL41,3,0.0,0.0
regression,AEES,lipoprotein LpqH,3,0.0,0.0
regression,AEET,lipoprotein LpqV,3,0.0,0.0
regression,AEEU,lipoprotein Mlp10,3,0.0,0.0
regression,AEEV,lipoprotein Mlp8,3,0.0,0.0
regression,AEEW,lipoprotein Mlp9,3,0.0,0.0
regression,AEEX,lipoprotein N-acylation protein LnsA,3,0.0,0.0
regression,AEEY,lipoprotein NlpA,3,0.0,0.0
regression,AEEZ,lipoprotein NlpI,3,0.0,0.0
regression,AEF,7TM domain-containing protein,3,0.0,0.0
regression,AEFA,lipoprotein P35,3,0.0,0.0
regression,AEFB,lipoprotein YdjY,3,0.0,0.0
regression,AEFC,lipoprotein YedD,3,0.0,0.0
regression,AEFD,lipoprotein YgdR,3,0.0,0.0
regression,AEFE,lipoprotein YqhH,3,0.0,0.0
regression,AEFF,lipoprotein YvcA,3,0.0,0.0
regression,AEFG,lipoprotein antitoxin entericidin A,3,0.0,0.0
regression,AEFH,lipoprotein bor,3,0.0,0.0
regression,AEFI,lipoprotein insertase outer membrane protein LolB,3,0.0,0.0
regression,AEFJ,lipoprotein metalloprotease SslE,3,0.0,0.0
regression,AEFK,lipoprotein signal peptidase,3,0.0,0.0
regression,AEFL,lipoprotein signal peptidase LspA,3,0.0,0.0
regression,AEFM,lipoprotein signal peptide,3,0.0,0.0
regression,AEFN,lipoprotein toxin entericidin B,3,0.0,0.0
regression,AEFO,"lipoprotein, putative",3,0.0,0.0
regression,AEFP,lipoprotein-34 precursor (NlpB),3,0.0,0.0
regression,AEFR,lipoprotein-releasing ABC transporter permease subunit,3,0.0,0.0
regression,AEFS,lipoprotein-releasing ABC transporter permease subunit LolC,3,0.0,0.0
regression,AEFT,lipoprotein-releasing ABC transporter permease subunit LolE,3,0.0,0.0
regression,AEFU,lipoteichoic acid synthase,3,0.0,0.0
regression,AEFV,lipoteichoic acid synthase LtaS1,3,0.0,0.0
regression,AEFW,lipoteichoic acid-specific glycosylation protein CsbB,3,0.0,0.0
regression,AEFX,lipoteichoic acid-specific glycosyltransferase YfhO,3,0.0,0.0
regression,AEFY,lipoxygenase family protein,3,0.0,0.0
regression,AEFZ,lipoyl domain-containing protein,3,0.0,0.0
regression,AEG,7TM-DISM domain-containing protein,3,0.0,0.0
regression,AEGA,lipoyl protein ligase domain-containing protein,3,0.0,0.0
regression,AEGD,listeriolysin S family TOMM bacteriocin,3,0.0,0.0
regression,AEGE,lmo0673 family protein,3,0.0,0.0
regression,AEGF,lmo0937 family membrane protein,3,0.0,0.0
regression,AEGG,lngG,3,0.0,0.0
regression,AEGH,lonely Cys domain-containing protein,3,0.0,0.0
regression,AEGI,long polar fimbria major subunit LpfA,3,0.0,0.0
regression,AEGJ,long polar fimbria major subunit LpfA-O113,3,0.0,0.0
regression,AEGK,long polar fimbrial biogenesis chaperone LpfB,3,0.0,0.0
regression,AEGL,long polar fimbrial chaperone LpfB,3,0.0,0.0
regression,AEGM,long polar fimbrial chaperone LpfB-O113,3,0.0,0.0
regression,AEGN,long polar fimbrial major subunit LpfA,3,0.0,0.0
regression,AEGO,long polar fimbrial minor subunit LpfD-O113,3,0.0,0.0
regression,AEGP,long polar fimbrial protein LpfD,3,0.0,0.0
regression,AEGQ,long polar fimbrial protein LpfE,3,0.0,0.0
regression,AEGR,long polar fimbrial usher protein LpfC-O113,3,0.0,0.0
regression,AEGS,long-chain acyl-CoA thioesterase FadM,3,0.0,0.0
regression,AEGT,long-chain fatty acid transporter FadL,3,0.0,0.0
regression,AEGV,long-chain-acyl-CoA synthetase,3,0.0,0.0
regression,AEGW,long-chain-fatty-acid--AMP ligase FadD32,3,0.0,0.0
regression,AEGY,long-chain-fatty-acid--CoA ligase FadD,3,0.0,0.0
regression,AEGZ,long-chain-fatty-acid--CoA ligase LcfA,3,0.0,0.0
regression,AEH,7TMR-DISM family protein,3,0.0,0.0
regression,AEHA,long-chain-fatty-acid--CoA ligase LcfB,3,0.0,0.0
regression,AEHD,low affinity tryptophan permease TnaB,3,0.0,0.0
regression,AEHE,low conductance mechanosensitive channel YnaI,3,0.0,0.0
regression,AEHF,low copy number virion structural protein,3,0.0,0.0
regression,AEHH,low molecular weight phosphotyrosine protein phosphatase,3,0.0,0.0
regression,AEHI,low molecular weight protein arginine phosphatase,3,0.0,0.0
regression,AEHL,low molecular weight protein-tyrosine-phosphatase Wzb,3,0.0,0.0
regression,AEHM,low specificity L-threonine aldolase,3,0.0,0.0
regression,AEHP,lower collar protein,3,0.0,0.0
regression,AEHQ,lp_1303a family serine-rich repeat glycoprotein adhesin,3,0.0,0.0
regression,AEHR,lpg2370 family Dot/Icm T4SS effector,3,0.0,0.0
regression,AEHS,luciferase family protein,3,0.0,0.0
regression,AEHT,luciferase-like monooxygenase,3,0.0,0.0
regression,AEHU,lumazine-binding protein,3,0.0,0.0
regression,AEHV,lvrE,3,0.0,0.0
regression,AEHW,lyase,3,0.0,0.0
regression,AEHX,lyase family protein,3,0.0,0.0
regression,AEHY,lycopene beta-cyclase CrtY,3,0.0,0.0
regression,AEHZ,lycopene cyclase domain-containing protein,3,0.0,0.0
regression,AEIA,lycopene cyclase family protein,3,0.0,0.0
regression,AEIB,lysin,3,0.0,0.0
regression,AEIC,"lysine 2,3-aminomutase",3,0.0,0.0
regression,AEID,"lysine 5,6-aminomutase subunit alpha",3,0.0,0.0
regression,AEIE,"lysine 5,6-aminomutase subunit beta",3,0.0,0.0
regression,AEIG,lysine biosynthesis protein LysW,3,0.0,0.0
regression,AEIH,lysine biosynthesis protein LysX,3,0.0,0.0
regression,AEII,lysine decarboxylase,3,0.0,0.0
regression,AEIJ,lysine decarboxylase CadA,3,0.0,0.0
regression,AEIK,lysine decarboxylase LdcC,3,0.0,0.0
regression,AEIL,lysine decarboxylation/transport transcriptional activator CadC,3,0.0,0.0
regression,AEIN,lysine transporter LysE,3,0.0,0.0
regression,AEIP,"lysine-2,3-aminomutase-like protein",3,0.0,0.0
regression,AEIQ,lysine-N-methylase,3,0.0,0.0
regression,AEIR,lysine-epsilon-oxidase maturase LodB,3,0.0,0.0
regression,AEIS,lysine-sensitive aspartokinase 3,3,0.0,0.0
regression,AEIT,lysine-specific permease,3,0.0,0.0
regression,AEIU,lysine/arginine/ornithine ABC transporter substrate-binding protein,3,0.0,0.0
regression,AEIV,lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT,3,0.0,0.0
regression,AEIX,lysis protein YdfD,3,0.0,0.0
regression,AEIY,lysis system i-spanin subunit Rz,3,0.0,0.0
regression,AEIZ,lysis system o-spanin lipoprotein Rz1,3,0.0,0.0
regression,AEJ,"8'-apo-carotenoid 13,14-cleaving dioxygenase",3,0.0,0.0
regression,AEJB,lysogeny maintenance protein PflM,3,0.0,0.0
regression,AEJC,lysogeny pheromone AimP family peptide,3,0.0,0.0
regression,AEJD,lysogeny pheromone peptide AimP,3,0.0,0.0
regression,AEJF,lysophospholipase L2,3,0.0,0.0
regression,AEJI,lysopine/octopine dehydrogenase,3,0.0,0.0
regression,AEJK,lysoplasmalogenase family protein,3,0.0,0.0
regression,AEJL,lysosomal glucosyl ceramidase-like type III secretion effector SrfJ,3,0.0,0.0
regression,AEJM,lysostaphin,3,0.0,0.0
regression,AEJN,lysostaphin resistance A-like protein,3,0.0,0.0
