task,run,K,Category,fraction_pct
regression,1,20,Exosome,6.461910871873522
regression,1,20,Membrane trafficking,3.8499922568959755
regression,1,20,Mitochondrial biogenesis,6.461910871873522
regression,1,20,Non-coding RNAs,6.511033901894767
regression,1,20,Others,6.729366149428858
regression,1,20,Peptidases and inhibitors,1.4530823558891208
regression,1,20,Polyketide biosynthesis proteins,1.4530823558891208
regression,1,20,Ribosome,26.910352423663795
regression,1,20,Ribosome biogenesis,1.5595425239981726
regression,1,20,Secretion system,1.0250291851951479
regression,1,20,Translation factors,7.914993227762643
regression,1,20,nan,6.361634342753268
regression,1,50,CD molecules,0.3076932117629244
regression,1,50,Chaperones and folding catalysts,1.1368327725147203
regression,1,50,Chromosome and associated proteins,0.15677491663627824
regression,1,50,DNA repair and recombination proteins,9.969136339049209
regression,1,50,DNA replication proteins,0.9278132754446123
regression,1,50,Enzymes,14.454751336692608
regression,1,50,Exosome,5.51967082926436
regression,1,50,Membrane trafficking,9.644889236745149
regression,1,50,Messenger RNA biogenesis,0.16548632861286292
regression,1,50,Mitochondrial biogenesis,5.284830808514999
regression,1,50,Non-coding RNAs,5.325005751749495
regression,1,50,Others,5.503567327595858
regression,1,50,Peptidases and inhibitors,1.1883937358433267
regression,1,50,Polyketide biosynthesis proteins,1.423233756592687
regression,1,50,Ribosome,22.00845266616025
regression,1,50,Ribosome biogenesis,1.4409478045501163
regression,1,50,Secretion system,1.1368327725147203
regression,1,50,Transcription factors,0.5576285927595178
regression,1,50,Transfer RNA biogenesis,0.16548632861286292
regression,1,50,Translation factors,6.4732245443583265
regression,1,50,Transporters,0.6568067789774282
regression,1,50,nan,6.552540885047689
regression,1,100,Bacterial motility proteins,0.16994978930033705
regression,1,100,CD molecules,0.33556790266095876
regression,1,100,Chaperones and folding catalysts,1.0718953691890496
regression,1,100,Chromosome and associated proteins,0.22436437367032377
regression,1,100,DNA repair and recombination proteins,9.371089630896755
regression,1,100,DNA replication proteins,0.8876130452242079
regression,1,100,Enzymes,16.53255127707694
regression,1,100,Exosome,5.035638636984424
regression,1,100,Glycosyltransferases,0.052806805000026984
regression,1,100,Membrane trafficking,9.728127787507539
regression,1,100,Messenger RNA biogenesis,0.2064030213829262
regression,1,100,Mitochondrial biogenesis,4.822938344594334
regression,1,100,Non-coding RNAs,4.7583878678039655
regression,1,100,Others,4.917949242152556
regression,1,100,Peptidases and inhibitors,1.46907656382805
regression,1,100,Peptidoglycan biosynthesis and degradation proteins,0.07569817066490624
regression,1,100,Polyketide biosynthesis proteins,1.920538762497542
regression,1,100,Protein kinases,0.14389040196702696
regression,1,100,Ribosome,19.66659925604553
regression,1,100,Ribosome biogenesis,1.346146468788066
regression,1,100,Secretion system,1.8125806757366782
regression,1,100,Transcription factors,1.5911009609024844
regression,1,100,Transfer RNA biogenesis,0.2064030213829262
regression,1,100,Translation factors,5.884878668875347
regression,1,100,Transporters,0.9014382583190717
regression,1,100,nan,6.86636569754804
regression,1,200,Bacterial motility proteins,0.1573708563463726
regression,1,200,CD molecules,0.3845225549874399
regression,1,200,Chaperones and folding catalysts,1.0111333122664172
regression,1,200,Chromosome and associated proteins,0.4188761775847624
regression,1,200,Cytoskeleton proteins,0.05160077776223825
regression,1,200,DNA repair and recombination proteins,9.304226599361002
regression,1,200,DNA replication proteins,0.8782795139095657
regression,1,200,Enzymes,17.035472076407626
regression,1,200,Exosome,4.698187797781975
regression,1,200,Glycosylphosphatidylinositol (GPI)-anchored proteins,0.04069725776140214
regression,1,200,Glycosyltransferases,0.07791459218046312
regression,1,200,IS elements/Transposase,0.3514013909050446
regression,1,200,Lipopolysaccharide biosynthesis proteins,0.054948267202246326
regression,1,200,Membrane trafficking,10.374547370074099
regression,1,200,Messenger RNA biogenesis,0.21318607347291516
regression,1,200,Mitochondrial biogenesis,4.465965745054688
regression,1,200,Non-coding RNAs,4.406193009519754
regression,1,200,Others,4.553944355516815
regression,1,200,Peptidases and inhibitors,1.5348157507848885
regression,1,200,Peptidoglycan biosynthesis and degradation proteins,0.07009532633393227
regression,1,200,Photosynthesis proteins,0.13463449482623116
regression,1,200,Polyketide biosynthesis proteins,2.15214738555934
regression,1,200,Protein kinases,0.18077736106040648
regression,1,200,Protein of unknown functions,0.09720626964266783
regression,1,200,Protein phosphatases and associated proteins,0.07694580697592887
regression,1,200,Ribosome,18.354509890788783
regression,1,200,Ribosome biogenesis,1.3066110836775855
regression,1,200,Secretion system,1.7392165410495404
regression,1,200,Spliceosome,0.03804033999279638
regression,1,200,Transcription factors,1.7504572790916442
regression,1,200,Transfer RNA biogenesis,0.23511836900096753
regression,1,200,Translation factors,5.4493059357595675
regression,1,200,Transporters,1.0100834523711641
regression,1,200,nan,7.391566984989739
regression,1,500,Amino acid related enzymes,0.015687159481804807
regression,1,500,Antimicrobial resistance genes,0.02969955064952235
regression,1,500,Bacterial motility proteins,0.17547750753067348
regression,1,500,Bacterial toxins,0.0359929493661646
regression,1,500,CD molecules,0.413778327911975
regression,1,500,Chaperones and folding catalysts,0.9875744667533242
regression,1,500,Chromosome and associated proteins,0.44503377237475167
regression,1,500,Cilium and associated proteins,0.007426921546120087
regression,1,500,Cytochrome,0.04282982769304026
regression,1,500,Cytoskeleton proteins,0.053597401541256286
regression,1,500,DNA repair and recombination proteins,9.002513557681704
regression,1,500,DNA replication proteins,0.9289080875658572
regression,1,500,Enzymes,17.76716302113869
regression,1,500,Exosome,4.503731367027029
regression,1,500,G protein-coupled receptors,0.010511811049540925
regression,1,500,Glycosylphosphatidylinositol (GPI)-anchored proteins,0.03857244303606936
regression,1,500,Glycosyltransferases,0.07384665045932927
regression,1,500,IS elements/Transposase,0.461860407564745
regression,1,500,Lipid biosynthesis proteins,0.010689786814570551
regression,1,500,Lipopolysaccharide biosynthesis proteins,0.05207940345797741
regression,1,500,Membrane trafficking,10.58736020254843
regression,1,500,Messenger RNA biogenesis,0.21157822368782228
regression,1,500,Mitochondrial biogenesis,4.236654487103501
regression,1,500,Non-coding RNAs,4.176144492635028
regression,1,500,Others,4.316181701293822
regression,1,500,Peptidases and inhibitors,1.5632364762956645
regression,1,500,Peptidoglycan biosynthesis and degradation proteins,0.07993789512591053
regression,1,500,Photosynthesis proteins,0.16395589837202648
regression,1,500,Polyketide biosynthesis proteins,2.3235215833704412
regression,1,500,Prokaryotic defense system,0.057471322238732456
regression,1,500,Protein kinases,0.22320786681975674
regression,1,500,Protein of unknown functions,0.15895520305268498
regression,1,500,Protein phosphatases and associated proteins,0.08786679254199277
regression,1,500,Ribosome,17.478445274347003
regression,1,500,Ribosome biogenesis,1.2457867429447171
regression,1,500,Secretion system,1.7574935379964098
regression,1,500,Spliceosome,0.046916861084707745
regression,1,500,Transcription factors,1.8434744229409556
regression,1,500,Transcription machinery,0.04005377742131331
regression,1,500,Transfer RNA biogenesis,0.22471100315862766
regression,1,500,Translation factors,5.164796213678815
regression,1,500,Transporters,1.232316495692043
regression,1,500,Unknown,0.022275276527405363
regression,1,500,Viral proteins,0.061281261600104935
regression,1,500,nan,7.639402566877937
regression,1,1000,Amino acid related enzymes,0.017781740415588596
regression,1,1000,Antimicrobial resistance genes,0.03507734205970977
regression,1,1000,Bacterial motility proteins,0.19419488672827062
regression,1,1000,Bacterial toxins,0.05149347471738937
regression,1,1000,CD molecules,0.43688423204307136
regression,1,1000,Chaperones and folding catalysts,0.9897106020078122
regression,1,1000,Chromosome and associated proteins,0.4446334946717741
regression,1,1000,Cilium and associated proteins,0.010845223448014434
regression,1,1000,Cytochrome,0.04605742643735362
regression,1,1000,Cytoskeleton proteins,0.05573488498716946
regression,1,1000,DNA repair and recombination proteins,8.884963868260018
regression,1,1000,DNA replication proteins,0.9403046779850966
regression,1,1000,Enzymes,17.9439445283225
regression,1,1000,Exosome,4.43672253171595
regression,1,1000,G protein-coupled receptors,0.010325314929551662
regression,1,1000,Glycosaminoglycan binding proteins,0.0007755233686914857
regression,1,1000,Glycosylphosphatidylinositol (GPI)-anchored proteins,0.042708934635773244
regression,1,1000,Glycosyltransferases,0.07791941589790526
regression,1,1000,IS elements/Transposase,0.5057379005293767
regression,1,1000,Lipid biosynthesis proteins,0.01243602064550314
regression,1,1000,Lipopolysaccharide biosynthesis proteins,0.05389648917291941
regression,1,1000,Membrane trafficking,10.656144410335413
regression,1,1000,Messenger RNA biogenesis,0.2216538180730152
regression,1,1000,Mitochondrial biogenesis,4.166589871760201
regression,1,1000,Non-coding RNAs,4.102053097658424
regression,1,1000,Others,4.239605825199178
regression,1,1000,Peptidases and inhibitors,1.5893096065663808
regression,1,1000,Peptidoglycan biosynthesis and degradation proteins,0.08734189690803655
regression,1,1000,Photosynthesis proteins,0.1651531369515461
regression,1,1000,Polyketide biosynthesis proteins,2.3482700837253763
regression,1,1000,Prokaryotic defense system,0.08236218698848986
regression,1,1000,Protein kinases,0.2324112448286979
regression,1,1000,Protein of unknown functions,0.169061009305859
regression,1,1000,Protein phosphatases and associated proteins,0.09240526070157183
regression,1,1000,Ribosome,17.214187428887687
regression,1,1000,Ribosome biogenesis,1.2395979061886913
regression,1,1000,Secretion system,1.7556866303770082
regression,1,1000,Spliceosome,0.050375069151741676
regression,1,1000,Transcription factors,1.8701825336827789
regression,1,1000,Transcription machinery,0.043467786587862565
regression,1,1000,Transfer RNA biogenesis,0.22921022758395423
regression,1,1000,Translation factors,5.076584460252616
regression,1,1000,Transporters,1.289098514377701
regression,1,1000,Two-component system,0.0028872719499506184
regression,1,1000,Ubiquitin system,0.001135882004828276
regression,1,1000,Unknown,0.023882932723140675
regression,1,1000,Viral proteins,0.08215343741224422
regression,1,1000,nan,7.7770399568381645
regression,2,5,Exosome,3.766907162759893
regression,2,5,Mitochondrial biogenesis,3.766907162759893
regression,2,5,Non-coding RNAs,7.147876719244057
regression,2,5,Ribosome,81.55140179247626
regression,2,5,Translation factors,3.766907162759893
regression,2,10,Enzymes,5.73705489322779
regression,2,10,Exosome,2.747223952385145
regression,2,10,Membrane trafficking,4.235869725674379
regression,2,10,Mitochondrial biogenesis,2.747223952385145
regression,2,10,Non-coding RNAs,7.572937139460399
regression,2,10,Others,7.3700171247033115
regression,2,10,Peptidases and inhibitors,1.6688849057822461
regression,2,10,Polyketide biosynthesis proteins,1.6688849057822461
regression,2,10,Ribosome,61.83579454243195
regression,2,10,Translation factors,4.416108858167392
regression,2,20,CD molecules,0.6834344176805874
regression,2,20,DNA repair and recombination proteins,3.204135650561898
regression,2,20,Enzymes,10.35705173966638
regression,2,20,Exosome,2.2465768199514846
regression,2,20,Membrane trafficking,8.020089241479798
regression,2,20,Mitochondrial biogenesis,2.2465768199514846
regression,2,20,Non-coding RNAs,7.559314247793898
regression,2,20,Others,6.026923877330373
regression,2,20,Peptidases and inhibitors,1.3647515490108408
regression,2,20,Polyketide biosynthesis proteins,1.3647515490108408
regression,2,20,Ribosome,53.315065718600074
regression,2,20,Translation factors,3.611328368962326
regression,2,50,Bacterial motility proteins,0.3930175614539371
regression,2,50,Bacterial toxins,0.20887151505255697
regression,2,50,CD molecules,0.5654829717707329
regression,2,50,Chromosome and associated proteins,0.49892550457646906
regression,2,50,DNA repair and recombination proteins,3.3877226411792387
regression,2,50,DNA replication proteins,0.4107370881688331
regression,2,50,Enzymes,12.972817789553822
regression,2,50,Exosome,2.1116872766737087
regression,2,50,Membrane trafficking,9.137610737940987
regression,2,50,Mitochondrial biogenesis,1.8588483453450362
regression,2,50,Non-coding RNAs,6.254679856332841
regression,2,50,Others,4.9867591338977615
regression,2,50,Peptidases and inhibitors,1.3172398862294075
regression,2,50,Polyketide biosynthesis proteins,1.5700788175580798
regression,2,50,Prokaryotic defense system,0.20887151505255697
regression,2,50,Ribosome,44.11361357103373
regression,2,50,Ribosome biogenesis,0.4390238610794373
regression,2,50,Secretion system,0.3930175614539371
regression,2,50,Transfer RNA biogenesis,0.18249900795397478
regression,2,50,Translation factors,2.988062417241612
regression,2,50,Transporters,0.37786601890402416
regression,2,50,nan,5.622566921547316
regression,2,100,Amino acid related enzymes,0.06958188411371449
regression,2,100,Bacterial motility proteins,0.4247647297124146
regression,2,100,Bacterial toxins,0.18906464994484484
regression,2,100,CD molecules,0.6366485543352162
regression,2,100,Chaperones and folding catalysts,0.04877438541963146
regression,2,100,Chromosome and associated proteins,0.5387779469727522
regression,2,100,DNA repair and recombination proteins,3.332433810510302
regression,2,100,DNA replication proteins,0.744121113898093
regression,2,100,Enzymes,15.111981643774882
regression,2,100,Exosome,2.0002495498409503
regression,2,100,Glycosyltransferases,0.07551579957157856
regression,2,100,Membrane trafficking,10.408203239110035
regression,2,100,Messenger RNA biogenesis,0.02640707674242003
regression,2,100,Mitochondrial biogenesis,1.682577500454201
regression,2,100,Non-coding RNAs,5.6615611624068825
regression,2,100,Others,4.513874808503219
regression,2,100,Peptidases and inhibitors,1.240561064146815
regression,2,100,Photosynthesis proteins,0.16648596302445154
regression,2,100,Polyketide biosynthesis proteins,2.051473060816202
regression,2,100,Prokaryotic defense system,0.18906464994484484
regression,2,100,Ribosome,39.93040844038033
regression,2,100,Ribosome biogenesis,0.4237991892644759
regression,2,100,Secretion system,0.606513996282149
regression,2,100,Transcription factors,0.650083494944577
regression,2,100,Transcription machinery,0.06515773307211102
regression,2,100,Transfer RNA biogenesis,0.19160007132292875
regression,2,100,Translation factors,2.7047104761363987
regression,2,100,Transporters,0.5695687189713262
regression,2,100,nan,5.74603528638223
regression,2,200,Amino acid related enzymes,0.06477052886435468
regression,2,200,Antimicrobial resistance genes,0.02417307886456523
regression,2,200,Bacterial motility proteins,0.4912234181937206
regression,2,200,Bacterial toxins,0.17599145988155343
regression,2,200,CD molecules,0.6290499374264891
regression,2,200,Chaperones and folding catalysts,0.06268392783932711
regression,2,200,Chromosome and associated proteins,0.644189971865184
regression,2,200,Cytoskeleton proteins,0.02727751199722551
regression,2,200,DNA repair and recombination proteins,3.393437096996894
regression,2,200,DNA replication proteins,0.8279049483802952
regression,2,200,Enzymes,16.285600929455406
regression,2,200,Exosome,1.9282085904601334
regression,2,200,Glycosylphosphatidylinositol (GPI)-anchored proteins,0.03274948423451248
regression,2,200,Glycosyltransferases,0.07029413385633952
regression,2,200,IS elements/Transposase,0.12662721708949418
regression,2,200,Membrane trafficking,10.370694632059886
regression,2,200,Messenger RNA biogenesis,0.04763727328938814
regression,2,200,Mitochondrial biogenesis,1.5662328772468879
regression,2,200,Non-coding RNAs,5.270083087829291
regression,2,200,Others,4.201755418068886
regression,2,200,Peptidases and inhibitors,1.3504972368780876
regression,2,200,Peptidoglycan biosynthesis and degradation proteins,0.041880931531787735
regression,2,200,Photosynthesis proteins,0.2163405106074854
regression,2,200,Polyketide biosynthesis proteins,2.406640585739582
regression,2,200,Prokaryotic defense system,0.17599145988155343
regression,2,200,Protein kinases,0.15228733435017286
regression,2,200,Protein of unknown functions,0.07373083424941676
regression,2,200,Protein phosphatases and associated proteins,0.08456520133835835
regression,2,200,Ribosome,37.2166140333335
regression,2,200,Ribosome biogenesis,0.41755104642769725
regression,2,200,Secretion system,0.5645755760023342
regression,2,200,Transcription factors,0.8364646542185045
regression,2,200,Transcription machinery,0.06065229311390934
regression,2,200,Transfer RNA biogenesis,0.20140772316941868
regression,2,200,Translation factors,2.5176887662026712
regression,2,200,Transporters,0.8669532019677004
regression,2,200,Unknown,0.07788283441363357
regression,2,200,Viral proteins,0.055597205951497995
regression,2,200,nan,6.44209304672285
regression,2,500,Amino acid related enzymes,0.06727521180393611
regression,2,500,Antimicrobial resistance genes,0.02631214825044885
regression,2,500,Bacterial motility proteins,0.4754088411589636
regression,2,500,Bacterial toxins,0.2011901823977563
regression,2,500,CD molecules,0.6786020159046223
regression,2,500,Chaperones and folding catalysts,0.11879649855372641
regression,2,500,Chromosome and associated proteins,0.6787338667175876
regression,2,500,Cilium and associated proteins,0.007737451321205522
regression,2,500,Cytochrome,0.006854014821514325
regression,2,500,Cytoskeleton proteins,0.02586027907287322
regression,2,500,DNA repair and recombination proteins,3.424845781860541
regression,2,500,DNA replication proteins,0.8633328027411048
regression,2,500,Enzymes,17.073900139961907
regression,2,500,Exosome,1.8560602007246514
regression,2,500,Glycosylphosphatidylinositol (GPI)-anchored proteins,0.0344429571134963
regression,2,500,Glycosyltransferases,0.08792846973968552
regression,2,500,IS elements/Transposase,0.19260233866625542
regression,2,500,Lipid biosynthesis proteins,0.004584962167708671
regression,2,500,Lipopolysaccharide biosynthesis proteins,0.01547526153489573
regression,2,500,Membrane trafficking,10.562359829192276
regression,2,500,Messenger RNA biogenesis,0.08184126505082362
regression,2,500,Mitochondrial biogenesis,1.4970954978121571
regression,2,500,Non-coding RNAs,4.996270165781872
regression,2,500,Others,3.983448626776171
regression,2,500,Peptidases and inhibitors,1.4487317310224572
regression,2,500,Peptidoglycan biosynthesis and degradation proteins,0.0757212751532593
regression,2,500,Photosynthesis proteins,0.217384896316624
regression,2,500,Polyketide biosynthesis proteins,2.4940556186202687
regression,2,500,Prenyltransferases,0.013511064791186116
regression,2,500,Prokaryotic defense system,0.22614264110082588
regression,2,500,Protein kinases,0.1787238064672482
regression,2,500,Protein of unknown functions,0.1401426816607813
regression,2,500,Protein phosphatases and associated proteins,0.08417734751654037
regression,2,500,Ribosome,35.36994291825652
regression,2,500,Ribosome biogenesis,0.4299608294728131
regression,2,500,Secretion system,0.5805061353890965
regression,2,500,Spliceosome,0.01131155197073788
regression,2,500,Transcription factors,1.0069240688018848
regression,2,500,Transcription machinery,0.05750103698955163
regression,2,500,Transfer RNA biogenesis,0.205360048856035
regression,2,500,Translation factors,2.3991174570153233
regression,2,500,Transporters,1.094030272783372
regression,2,500,Unknown,0.08677482413143965
regression,2,500,Viral proteins,0.07491118372979885
regression,2,500,nan,6.844109800828033
regression,2,1000,Amino acid related enzymes,0.06951353062791392
regression,2,1000,Antimicrobial resistance genes,0.02652981314888007
regression,2,1000,Bacterial motility proteins,0.4833833234768139
regression,2,1000,Bacterial toxins,0.20717636198429687
regression,2,1000,CD molecules,0.6808331939642913
regression,2,1000,Chaperones and folding catalysts,0.1313850043453011
regression,2,1000,Chromosome and associated proteins,0.6787526357062705
regression,2,1000,Cilium and associated proteins,0.008704969139019572
regression,2,1000,Cytochrome,0.013336475185132706
regression,2,1000,Cytoskeleton proteins,0.027979350874595348
regression,2,1000,DNA repair and recombination proteins,3.4324355689594888
regression,2,1000,DNA replication proteins,0.8690907624017168
regression,2,1000,Enzymes,17.2174880821509
regression,2,1000,Exosome,1.8450939814013325
regression,2,1000,Glycosylphosphatidylinositol (GPI)-anchored proteins,0.03501544933454229
regression,2,1000,Glycosyltransferases,0.0928388960153588
regression,2,1000,IS elements/Transposase,0.22415630088431684
regression,2,1000,Lipid biosynthesis proteins,0.007055356386561321
regression,2,1000,Lipopolysaccharide biosynthesis proteins,0.01570835022969983
regression,2,1000,Membrane trafficking,10.610268764699098
regression,2,1000,Messenger RNA biogenesis,0.08591574029732513
regression,2,1000,Metal Tolerance,0.0026306230747280713
regression,2,1000,Mitochondrial biogenesis,1.4802588228739084
regression,2,1000,Non-coding RNAs,4.933612453785177
regression,2,1000,Others,3.9334926058789073
regression,2,1000,Peptidases and inhibitors,1.4624015382320035
regression,2,1000,Peptidoglycan biosynthesis and degradation proteins,0.07886729331668808
regression,2,1000,Photosynthesis proteins,0.22422630664469925
regression,2,1000,Polyketide biosynthesis proteins,2.5094313110149566
regression,2,1000,Prenyltransferases,0.013341623912617784
regression,2,1000,Prokaryotic defense system,0.2444377699145571
regression,2,1000,Protein kinases,0.18903809904691957
regression,2,1000,Protein of unknown functions,0.16729764648820494
regression,2,1000,Protein phosphatases and associated proteins,0.08525318093582988
regression,2,1000,Ribosome,34.947282085007714
regression,2,1000,Ribosome biogenesis,0.44090224266320505
regression,2,1000,Secretion system,0.5841476150784564
regression,2,1000,Spliceosome,0.017537949074033606
regression,2,1000,Transcription factors,1.0409845677782479
regression,2,1000,Transcription machinery,0.0628025283141333
regression,2,1000,Transfer RNA biogenesis,0.20712468859833644
regression,2,1000,Translation factors,2.3705826032476134
regression,2,1000,Transporters,1.1515828980988703
regression,2,1000,Two-component system,0.0031491216302065236
regression,2,1000,Unknown,0.09013772125165828
regression,2,1000,Viral proteins,0.09025135711679956
regression,2,1000,nan,6.90656343580867
regression,3,5,DNA repair and recombination proteins,33.104417478525114
regression,3,5,Enzymes,14.11786146295385
regression,3,5,Exosome,7.104313945858343
regression,3,5,Mitochondrial biogenesis,7.104313945858343
regression,3,5,Others,22.039030840381535
regression,3,5,Translation factors,7.104313945858343
regression,3,5,nan,9.42574838056445
regression,3,10,Chaperones and folding catalysts,1.9675462602195106
regression,3,10,DNA repair and recombination proteins,23.72938117415607
regression,3,10,Enzymes,13.443451575788504
regression,3,10,Exosome,5.092401148925339
regression,3,10,Mitochondrial biogenesis,5.092401148925339
regression,3,10,Non-coding RNAs,6.312580428384937
regression,3,10,Others,15.797666998963138
regression,3,10,Peptidases and inhibitors,1.3561647632490228
regression,3,10,Polyketide biosynthesis proteins,1.3561647632490228
regression,3,10,Ribosome,10.67971476644568
regression,3,10,Secretion system,1.9675462602195106
regression,3,10,Translation factors,6.448565912174362
regression,3,10,nan,6.75641479929956
regression,3,20,CD molecules,0.6109956774327828
regression,3,20,Chaperones and folding catalysts,2.324500346878466
regression,3,20,DNA repair and recombination proteins,19.861051195580174
regression,3,20,Enzymes,17.600153649931595
regression,3,20,Exosome,4.131123526485166
regression,3,20,Mitochondrial biogenesis,4.131123526485166
regression,3,20,Non-coding RNAs,5.120973143687655
regression,3,20,Others,12.815587754073015
regression,3,20,Peptidases and inhibitors,1.1001655202341096
regression,3,20,Polyketide biosynthesis proteins,1.1001655202341096
regression,3,20,Ribosome,14.387732906741261
regression,3,20,Secretion system,3.7598483281452735
regression,3,20,Translation factors,5.231289046719276
regression,3,20,nan,7.825289857371962
regression,3,50,CD molecules,0.49279217842699785
regression,3,50,Chaperones and folding catalysts,2.106839548135551
regression,3,50,DNA repair and recombination proteins,17.41755349499774
regression,3,50,DNA replication proteins,0.402507920249587
regression,3,50,Enzymes,20.29385390119115
regression,3,50,Exosome,3.751172074893937
regression,3,50,Membrane trafficking,3.939207435924715
regression,3,50,Messenger RNA biogenesis,0.08207948661449876
regression,3,50,Mitochondrial biogenesis,3.3319145080066606
regression,3,50,Non-coding RNAs,4.587713250475005
regression,3,50,Others,10.33627837382986
regression,3,50,Peptidases and inhibitors,0.8873270030720993
regression,3,50,Polyketide biosynthesis proteins,1.5378118413206487
regression,3,50,Protein kinases,0.4226533832745785
regression,3,50,Ribosome,13.759340860925947
regression,3,50,Ribosome biogenesis,0.08207948661449876
regression,3,50,Secretion system,3.264504462331412
regression,3,50,Transcription factors,0.47065277056576743
regression,3,50,Transfer RNA biogenesis,0.08207948661449876
regression,3,50,Translation factors,4.21924151107876
regression,3,50,nan,8.53239702145607
regression,3,100,CD molecules,0.4399801875703577
regression,3,100,Chaperones and folding catalysts,1.9848064005083732
regression,3,100,DNA repair and recombination proteins,16.316344088293956
regression,3,100,DNA replication proteins,0.9150694804129685
regression,3,100,Enzymes,21.005219704028768
regression,3,100,Exosome,3.404786272178825
regression,3,100,Membrane trafficking,5.477645795664056
regression,3,100,Messenger RNA biogenesis,0.10501698235421505
regression,3,100,Mitochondrial biogenesis,3.0691794392834852
regression,3,100,Non-coding RNAs,4.096053112908789
regression,3,100,Others,9.22855089180519
regression,3,100,Peptidases and inhibitors,1.1882882895405789
regression,3,100,Peptidoglycan biosynthesis and degradation proteins,0.0870768285573569
regression,3,100,Photosynthesis proteins,0.16130999310143565
regression,3,100,Polyketide biosynthesis proteins,1.8267155451443946
regression,3,100,Protein kinases,0.3773580892537305
regression,3,100,Ribosome,12.801120700723745
regression,3,100,Ribosome biogenesis,0.42947481050391223
regression,3,100,Secretion system,3.097189751192776
regression,3,100,Transcription factors,0.8779756346396294
regression,3,100,Transfer RNA biogenesis,0.10501698235421505
regression,3,100,Translation factors,3.861412592200177
regression,3,100,Transporters,0.3106606413116784
regression,3,100,nan,8.83374778646739
regression,3,200,Amino acid related enzymes,0.02224557714147109
regression,3,200,Bacterial motility proteins,0.03602340917049579
regression,3,200,CD molecules,0.5211697502337238
regression,3,200,Chaperones and folding catalysts,1.8901773574415104
regression,3,200,Chromosome and associated proteins,0.23904268634432324
regression,3,200,Cytochrome,0.05101810694100701
regression,3,200,Cytoskeleton proteins,0.047034795884458074
regression,3,200,DNA repair and recombination proteins,15.466654511240405
regression,3,200,DNA replication proteins,0.9438562341985979
regression,3,200,Enzymes,21.165058337936962
regression,3,200,Exosome,3.2102484832332263
regression,3,200,Glycosylphosphatidylinositol (GPI)-anchored proteins,0.030672738977937403
regression,3,200,IS elements/Transposase,0.40962605324234397
regression,3,200,Lipid biosynthesis proteins,0.0161221037756828
regression,3,200,Membrane trafficking,5.983276452272853
regression,3,200,Messenger RNA biogenesis,0.11629364750547697
regression,3,200,Mitochondrial biogenesis,2.849475157130887
regression,3,200,Non-coding RNAs,3.8028410584709973
regression,3,200,Others,8.567933880286919
regression,3,200,Peptidases and inhibitors,1.1746100837618054
regression,3,200,Peptidoglycan biosynthesis and degradation proteins,0.08084351685669425
regression,3,200,Photosynthesis proteins,0.14976277113559802
regression,3,200,Polyketide biosynthesis proteins,1.9820432312966796
regression,3,200,Protein kinases,0.41823957484233565
regression,3,200,Protein phosphatases and associated proteins,0.07908638271538478
regression,3,200,Ribosome,12.051577612153151
regression,3,200,Ribosome biogenesis,0.41752547156104336
regression,3,200,Secretion system,2.925161258896981
regression,3,200,Transcription factors,1.3245492951429678
regression,3,200,Transcription machinery,0.02694629317954656
regression,3,200,Transfer RNA biogenesis,0.17407300199757397
regression,3,200,Translation factors,3.584997055589388
regression,3,200,Transporters,1.0285342034911567
regression,3,200,nan,9.213279905950403
regression,3,500,Amino acid related enzymes,0.030623023824860332
regression,3,500,Antimicrobial resistance genes,0.02009814000100584
regression,3,500,Bacterial motility proteins,0.08754785381235493
regression,3,500,Bacterial toxins,0.019511327254555958
regression,3,500,CD molecules,0.5893514424126799
regression,3,500,Chaperones and folding catalysts,1.8284931173248509
regression,3,500,Chromosome and associated proteins,0.28344709786273714
regression,3,500,Cilium and associated proteins,0.010856757983727672
regression,3,500,Cytochrome,0.06012864049223862
regression,3,500,Cytoskeleton proteins,0.05111813609763003
regression,3,500,DNA repair and recombination proteins,14.92954879649435
regression,3,500,DNA replication proteins,0.9737343801341272
regression,3,500,Enzymes,21.432833085652433
regression,3,500,Exosome,3.0601955027652883
regression,3,500,Glycosylphosphatidylinositol (GPI)-anchored proteins,0.031938394141914184
regression,3,500,Glycosyltransferases,0.017854109164971224
regression,3,500,IS elements/Transposase,0.5142145174987088
regression,3,500,Lipid biosynthesis proteins,0.01527329055143652
regression,3,500,Lipopolysaccharide biosynthesis proteins,0.007625344918024292
regression,3,500,Membrane trafficking,6.519803589837875
regression,3,500,Messenger RNA biogenesis,0.15725490930622196
regression,3,500,Mitochondrial biogenesis,2.7084152543777362
regression,3,500,Non-coding RNAs,3.6026251421706945
regression,3,500,Others,8.116840419827707
regression,3,500,Peptidases and inhibitors,1.2246672028519312
regression,3,500,Peptidoglycan biosynthesis and degradation proteins,0.09308647433103169
regression,3,500,Photosynthesis proteins,0.1797824289485912
regression,3,500,Polyketide biosynthesis proteins,2.1554126706514443
regression,3,500,Prokaryotic defense system,0.0524601507233672
regression,3,500,Protein kinases,0.43839949208201445
regression,3,500,Protein of unknown functions,0.07955775455549954
regression,3,500,Protein phosphatases and associated proteins,0.07861965223182085
regression,3,500,Ribosome,11.580319307362196
regression,3,500,Ribosome biogenesis,0.4054043514736695
regression,3,500,Secretion system,2.827223291843315
regression,3,500,Spliceosome,0.008750230552301015
regression,3,500,Transcription factors,1.418723604059517
